GS    1998 0101012457.00   11.706-087.377 33.0N      4.7           
GS    1998 0101034233.20  -05.452 151.904 56.0D      5.0           
GS    1998 0101035343.10   29.852 051.425 33.0N      4.6           
GS    1998 0101040558.00  -22.365 171.447 33.0N      4.7           
GS    1998 0101061122.60   23.913 141.907 96.0D      6.4        5.8
GS    1998 0101064539.30  -05.510 152.004 33.0N      5.0           
GS    1998 0101133211.00   28.049 053.542 33.0N      4.5           
GS    1998 0101152950.50   42.426 144.623 33.0N      4.7           
GS    1998 0101161657.50   54.059 161.601 33.0N      4.7           
GS    1998 0101200343.90   54.010 161.645 33.0N      4.7           
GS    1998 0101200403.00   53.922 161.776 33.0N      5.2        4.8
GS    1998 0101231957.70  -00.931 136.723 33.0N      4.6           
GS    1998 0101234216.10  -06.338 154.870 46.0D      5.6        5.8
GS    1998 0101234440.10  -14.494 167.374250.0G      5.1           
GS    1998 0101234959.00   54.058 161.685 33.0N      4.8           
GS    1998 0102002530.20  -17.796-178.392500.0G      4.7           
GS    1998 0102010353.30  -02.795 102.017 85.0       4.6           
GS    1998 0102055629.70   52.679 160.522 33.0N      4.6           
GS    1998 0102062715.80  -05.456 151.960 33.0N      4.5        4.4
GS    1998 0102074252.60  -04.900 102.757 33.0N      4.9           
GS    1998 0102103855.00   54.190 161.590 33.0N      4.5           
GS    1998 0102114657.70   00.867-028.821 10.0G      4.6           
GS    1998 0102120035.30   00.975-028.811 10.0G      4.6           
GS    1998 0102153752.00  -38.723 177.504 54.0*      4.8           
GS    1998 0102163922.80  -56.339-027.186100.0G      4.8           
GS    1998 0102181953.80   42.962 145.402 33.0N      5.4           
GS    1998 0102211205.30   23.211 094.499114.0D      4.6           
GS    1998 0103001921.10   14.936-093.927 33.0N      4.9           
GS    1998 0103005154.40  -23.074-178.414250.0G      4.6           
GS    1998 0103030552.30  -15.799 035.023 33.0N      4.6           
GS    1998 0103033350.40   52.817 160.269 33.0N      4.8           
GS    1998 0103061008.30  -35.474-016.191 10.0G      5.4        5.9
GS    1998 0103142203.30  -23.398-179.847500.0G      4.7           
GS    1998 0103151147.10   17.519-093.629200.0G      4.7           
GS    1998 0103180319.10  -11.335 166.642300.0G      4.7           
GS    1998 0103205754.10  -19.284 169.700 33.0N      4.5           
GS    1998 0103230211.10   54.224-164.177 10.0G      5.5        5.3
GS    1998 0103233446.60   54.111-164.271 10.0G      4.5           
GS    1998 0104020901.40   52.853 160.320 33.0N      4.8           
GS    1998 0104042413.90   14.706 122.006 33.0N      4.7        4.2
GS    1998 0104061158.90  -22.301 170.911101.0D      6.4           
GS    1998 0104063235.70  -22.214 171.376100.0G      4.9           
GS    1998 0104085829.60  -22.232 171.036 33.0N      4.7           
GS    1998 0104124305.20   53.954-163.967 10.0G      4.6           
GS    1998 0104140712.50  -22.327 171.460100.0G      4.9           
GS    1998 0104165741.20  -56.841-025.983 33.0N      4.9           
GS    1998 0104195315.10   54.113 161.701 33.0N      4.5           
GS    1998 0104200720.00   31.490 141.579 33.0N      4.6           
GS    1998 0104204420.40   08.754-073.873 33.0N      4.7           
GS    1998 0105024030.60  -01.875 133.511 33.0N      4.7           
GS    1998 0105024437.50   08.771 124.171 33.0N      4.5           
GS    1998 0105032457.10   32.167 141.672 51.0D      4.8           
GS    1998 0105040159.80  -56.315-025.845 38.0D      4.9        4.9
GS    1998 0105041231.80  -05.786 145.720116.0       5.1           
GS    1998 0105052913.80   37.505 020.772 38.0       4.5           
GS    1998 0105080756.00  -24.454-116.036 10.0G      4.9        4.9
GS    1998 0105092924.30   52.588-167.606 33.0N      4.5           
GS    1998 0105122507.90  -19.148-173.499 33.0N      4.7           
GS    1998 0105155636.40   28.359 055.192 37.0D      4.7           
GS    1998 0105165835.20   29.013 064.352 19.0D      4.9        4.9
GS    1998 0105195816.80  -56.363-025.741 33.0N      4.6           
GS    1998 0105195920.60  -56.355-025.644 33.0N      4.8           
GS    1998 0106000634.40  -22.361-068.972 95.0D      4.6           
GS    1998 0106030947.50   26.045 091.839 33.0N      4.5           
GS    1998 0106041250.30   43.468 147.394 65.0D      4.5           
GS    1998 0106044250.80   24.506-108.532 10.0G      4.5           
GS    1998 0106094704.30   07.929-037.974 10.0G      4.7           
GS    1998 0106112343.10  -07.984 126.824 33.0N      5.2           
GS    1998 0106140556.20  -29.775-178.587250.0G      4.5           
GS    1998 0106193208.40  -05.347 151.536133.0D      4.9           
GS    1998 0107020910.20  -14.449 169.829632.0?      4.5           
GS    1998 0107030641.00   52.604 142.772 27.0*      4.6           
GS    1998 0107054000.80  -15.974 168.210150.0G      4.8           
GS    1998 0107082025.80   13.178 125.220 33.0N      4.7           
GS    1998 0107093434.10  -04.305 152.190189.0?      4.7           
GS    1998 0107104154.60   52.548 160.337 33.0N      4.8           
GS    1998 0107120720.60  -47.387 165.560 33.0N      4.6           
GS    1998 0107182932.30   51.107 179.550 33.0N      4.5           
GS    1998 0107190947.20   51.192 179.501 33.0N      4.9        4.5
GS    1998 0107215007.20  -07.291 106.647 69.0*      4.9           
GS    1998 0108023056.00   51.213 179.562 33.0N      5.2        4.8
GS    1998 0108033516.30   28.157 130.202 29.0*      4.7           
GS    1998 0108051050.40   13.166 144.738 50.0D      4.8           
GS    1998 0108072203.60   54.047-164.066 10.0       4.5           
GS    1998 0108121343.50   23.330 142.736 33.0N      4.6        4.3
GS    1998 0108123345.40   02.345 128.036 33.0N      4.8        4.3
GS    1998 0109024356.80  -14.525 166.771 33.0N      5.4        5.4
GS    1998 0109082616.70  -06.028 146.790 61.0*      4.7           
GS    1998 0109093913.80  -14.954 167.325123.0D      4.7           
GS    1998 0109104149.10  -24.078-066.776200.0G      4.6           
GS    1998 0109114725.00  -30.959-071.337 64.0D      4.8           
GS    1998 0109143816.10  -14.009-076.877 34.0D      4.7           
GS    1998 0109190613.80   36.472 052.174 33.0N      4.8        4.2
GS    1998 0109232755.80   20.088 121.447 33.0N      4.5           
GS    1998 0110035041.50   41.083 114.500 30.0       5.8        5.7
GS    1998 0110043702.80   50.132 179.322 33.0N      4.6           
GS    1998 0110045425.30  -12.029-072.074 33.0N      5.7        5.9
GS    1998 0110064834.60   05.194 123.847550.0G      5.0           
GS    1998 0110082005.70   14.374-091.473 33.0N      6.1        6.2
GS    1998 0110083729.30   14.231-091.758 63.0D      4.8           
GS    1998 0110085419.10   61.314-147.681 34.0       4.7           
GS    1998 0110090801.70  -12.149-072.183 49.0*      5.2           
GS    1998 0110100646.40   14.219-091.735 65.0D      4.7           
GS    1998 0110103310.00  -11.052 166.035100.0G      4.5           
GS    1998 0110114130.50  -11.767-072.170 33.0N      4.5           
GS    1998 0110154406.20  -04.600 154.767500.0G      4.7           
GS    1998 0110192156.50   37.264 020.793 33.0N      4.9        5.1
GS    1998 0111003938.20  -07.671-013.348 10.0G      4.7        4.0
GS    1998 0111025158.60  -15.581-173.774 33.0N      4.6           
GS    1998 0111054756.60   02.517 099.509 33.0N      4.6           
GS    1998 0111063256.40  -07.955 030.626 33.0N      4.7           
GS    1998 0111080805.90   30.500 050.630 33.0N      4.7        3.5
GS    1998 0111090956.70   50.195 156.360 70.0D      5.3           
GS    1998 0111152527.30   43.594 140.595197.0D      4.7           
GS    1998 0111185711.10   52.117-172.048 33.0N      4.6        4.3
GS    1998 0111191830.10   16.125 120.957 33.0N      4.8        3.9
GS    1998 0111230911.20  -00.829-091.077 10.0G      4.9           
GS    1998 0111233900.90  -34.259-112.199 10.0G      5.2        5.0
GS    1998 0112000432.70  -34.528-112.045 10.0G      4.9        5.3
