      1991  1 1 0 631.40   18.068-105.847 35.0       5.500
      1991  1 1 21937.20   18.355-105.788 33.0       5.000
      1991  1 1 31935.20   17.951-105.852 36.0       5.300
      1991  1 1104252.20   22.604 144.626 25.0       5.200
      1991  1 112 629.70   36.410 141.327 58.0       5.100
      1991  1 1155014.60   55.167-158.388 33.0       5.200
      1991  1 11728 2.40  -21.208-174.149 29.0       5.700
      1991  1 1204053.60  -20.320-177.416487.0       5.100
      1991  1 2 25849.70   38.152  99.961 13.0       5.100
      1991  1 2 350 0.30  -11.425 166.588 33.0       5.000
      1991  1 2165811.80  -19.731 -70.703 46.0       5.000
      1991  1 3 0 351.90   -7.194 148.618 38.0       5.400
      1991  1 3 04010.80   -7.225 148.585 40.0       5.700
      1991  1 3 04657.60   -7.184 148.659 54.0       5.300
      1991  1 3 14125.70  -29.562-111.805 10.0       5.400
      1991  1 3 6 224.50  -14.844 168.022 41.0       5.100
      1991  1 3 916 0.70  -15.585 167.550130.0       5.000
      1991  1 3131849.20   -7.179 148.540 14.0       6.000
      1991  1 3132919.20   -7.171 148.441 39.0       5.700
      1991  1 3142056.40  -21.175-177.209295.0       5.000
      1991  1 3151044.50   -7.201 148.681 41.0       5.100
      1991  1 3151844.90   -7.324 148.578 25.0       5.700
      1991  1 318 118.30   -7.145 148.562 38.0       5.100
      1991  1 3183657.60   33.491 132.308 63.0       5.000
      1991  1 3192945.60   -7.190 148.521 38.0       5.200
      1991  1 3193355.70    0.642 -29.455 10.0       5.000
      1991  1 3203837.90    1.973 126.731 84.0       5.200
      1991  1 4 65626.70  -49.597 117.340 10.0       5.300
      1991  1 4152136.10  -23.367 -66.595206.0       5.000
      1991  1 4172615.40  -26.656-176.373 33.0       5.000
      1991  1 5 01610.30  -56.301 -27.014 33.0       5.100
      1991  1 5 4 949.80  -58.039 -25.296 33.0       5.300
      1991  1 5 91824.60   44.422 149.201 35.0       5.200
      1991  1 5133143.80  -36.941 -95.923 10.0       5.100
      1991  1 5145711.50   23.613  95.901 20.0       6.200
      1991  1 51545 0.00    5.328  94.145 36.0       5.100
      1991  1 516 414.10   24.012  95.978 32.0       5.200
      1991  1 51621 3.40   65.505-134.110 16.0       5.100
      1991  1 6 3 158.40    0.571  98.549 57.0       5.800
      1991  1 6163943.30  -22.886-179.384685.0       5.200
      1991  1 6171521.00   32.910 140.876 21.0       5.100
      1991  1 7 23212.20  -55.446  -1.689 10.0       5.600
      1991  1 7 65533.10  -55.357  -1.409 10.0       5.300
      1991  1 7105036.10   -0.171 122.818169.0       5.000
      1991  1 7111919.40   -7.523 127.668105.0       5.000
      1991  1 7172057.50  -23.515 178.925628.0       5.000
      1991  1 8 2 652.20   -4.186 145.866 33.0       5.200
      1991  1 8 94521.60    2.420 128.176 51.0       5.000
      1991  1 821 635.70    2.236  97.060 33.0       5.200
      1991  1 822 4 9.40  -18.057-173.534 33.0       6.100
      1991  1 9 84148.80   -5.502 151.899 41.0       5.300
      1991  1 9125337.50  -11.514 166.370 33.0       5.200
      1991  1 915 853.50   -5.396 151.837 28.0       5.900
      1991  1 9225911.00   -6.801 129.944 83.0       5.200
      1991  110 03938.80   -5.482 151.850 20.0       5.600
      1991  110 25451.30    1.353 126.161 33.0       5.000
      1991  110 341 2.60  -18.006-173.589 23.0       5.600
      1991  110 7 626.20    5.114  31.822 11.0       5.200
      1991  110135719.80   51.542 157.278 70.0       5.400
      1991  1101948 5.60   -5.475 151.932 54.0       5.200
      1991  111101523.40  -18.904-178.844502.0       5.300
      1991  111115449.70  -15.645-174.942234.0       5.000
      1991  11113 3 2.00   -5.456 151.945 33.0       5.000
      1991  11114 243.90   47.100 152.337 95.0       5.100
      1991  111165617.40  -17.297-176.956426.0       5.100
      1991  112 54533.20  -18.409-173.596 33.0       5.000
      1991  112 6 325.70  -18.043-173.530 33.0       5.400
      1991  113 8 841.10   -7.839 131.066 82.0       5.100
      1991  113101314.40    5.827  94.748 67.0       5.000
      1991  113115336.70   40.558 105.793 17.0       5.200
      1991  113115436.60   -2.928  84.566 10.0       5.900
      1991  11315 346.80  -17.892-178.526550.0       5.100
      1991  113173829.60  -18.234-178.031591.0       5.000
      1991  113204643.30   -1.875 136.908 33.0       5.100
      1991  114 22530.30   -6.518 154.919 28.0       5.300
      1991  114 318 5.10  -20.027 167.296 29.0       5.000
      1991  114 9 332.20  -14.972 167.345127.0       5.100
      1991  114141210.00  -25.187 178.314555.0       5.300
      1991  11415 938.50   -7.103 147.739 88.0       5.000
      1991  114153031.50  -50.944 162.180 33.0       5.000
      1991  1142111 4.20   18.029-101.700 31.0       5.300
      1991  115 14050.80  -23.168-179.685586.0       5.500
      1991  115 4 017.80   -7.180 149.219 49.0       5.100
      1991  115134347.50   -5.990 154.460 58.0       5.600
      1991  116 14033.80  -20.132 -68.638123.0       5.100
      1991  116191453.40  -25.229 178.269571.0       5.400
      1991  116225855.70  -23.181 -69.710 80.0       5.000
      1991  116232654.90  -34.992-104.400 10.0       5.000
      1991  11713 128.90  -51.443 140.564 10.0       5.000
      1991  117172252.40   23.686-108.877 10.0       5.200
      1991  117201131.20   -5.003 151.204144.0       5.600
      1991  117203153.40   24.037 122.600 21.0       5.400
      1991  118 13525.10   -2.173 134.197 33.0       4.900
      1991  118 13626.60   23.692 121.346 11.0       5.900
