GS    1977  1271652 9.80   43.371 147.568 41.0       5.000                0X    0
GS    1977  127172546.50*  -0.230 124.024 85.0       5.000                0X    0
GS    1977  12818 051.80  -17.437 168.694 14.0       5.4005.6Z            0X    0
GS    1977  128235451.20  -17.383 168.690 16.0       5.000                0X    0
GS    1977  129 05252.70   -5.215 151.811 55.0       5.6005.2Z            0X    0
ISC   1977  129 52659.00RL-33.960-178.709267.0A      0.000      5.00UK    0X    0
ISC   1977  129102210.28  -28.471-176.400 10.5       5.030                0X    0
GS    1977  129102218.00  -28.371-176.751 68.0       5.100                0X    0
ISC   1977  129124910.12  -31.010 -71.489 68.9       5.630                0X    0
GS    1977  129134032.20*  -9.207 111.243 33.0N      5.100                0X    0
ISC   1977  129134035.13   -9.384 111.190 64.1       5.060                0X    0
GS    1977  129135318.20   -9.000 158.713 71.0       5.000                0X    0
GS    1977  1291356 6.00  -33.754  56.329 33.0N      5.3005.3Z            0X    0
GS    1977  130 01328.40* -62.385 155.054 33.0N      4.8005.3Z            0X    0
GS    1977  130 41157.30   39.501 118.022 33.0N      5.2004.3Z            0X    0
GS    1977  1301036 6.40   39.563  73.355 33.0       5.0004.8Z            0X    0
ISC   1977  130184348.67  -38.197 -72.969100.0A      5.440                0X    0
GS    1977  130193714.70   -6.256 130.162122.0       5.000                0X    0
GS    1977  131 21657.30   -1.249 -23.528 33.0N      5.0004.3Z            0X    0
GS    1977  131141334.40   -5.252  68.397 33.0N      5.100                3A  791
ISC   1977  131141334.61   -5.210  68.639 42.9       5.121                3A  792
GS    1977  131142614.80   40.040  70.852 20.0D      6.1005.9Z            3A  793
GS    1977  1311759 2.20    2.071 126.603 37.0       5.300                0X    0
GS    1977  131203720.40  -16.482-175.155 49.0       5.2005.2Z            0X    0
ISC   1977  131203723.53  -16.045-175.353 80.5       5.010                0X    0
GS    1977  1312353 3.70    5.976 125.303142.0       5.100                0X    0
GS    1977  2 113 3 3.70   48.171 154.451 42.0D      5.400                0X    0
GS    1977  2 1143312.00*  40.308-127.005 15.0G      5.100      4.70MLBR  0X    0
GS    1977  2 1202311.70   -3.416 148.726 33.0N      5.200                0X    0
GS    1977  2 1203446.30   -3.356 148.719 33.0N      5.000                0X    0
GS    1977  2 3103823.40   45.372 150.439 33.0N      5.500                0X    0
GS    1977  2 3213148.90   42.971 130.925506.0       5.000                0X    0
GS    1977  2 4 7 145.10   -1.978 134.384 16.0       5.300                0X    0
GS    1977  2 4 74633.80  -24.689 -63.362549.0       6.000                1A    2
GS    1977  2 4102147.10   13.360 123.405 61.0       5.100                0X    0
GS    1977  2 4213648.70  -29.931-177.628 38.0       5.200                0X    0
GS    1977  2 5 32918.90  -66.448 -82.584 33.0N      6.2006.2Z  6.20UKPA  0X    0
GS    1977  2 5 92637.50  -15.750 167.086 11.0       5.2004.6Z            0X    0
GS    1977  2 5154244.30   19.622 -70.181 33.0N      5.0004.8Z            0X    0
GS    1977  2 6 03049.90   17.876 -49.514 33.0N      5.200                0X    0
ISC   1977  2 6 03050.72   17.775 -49.380 38.5D10    5.255                0X    0
GS    1977  2 6 3 914.00  -21.821-175.259 33.0N      5.6005.7Z            0X    0
GS    1977  2 6 444 7.60   -5.423 145.927 55.0       5.100                0X    0
GS    1977  2 6 5 727.80   20.889 120.231 33.0N      5.2004.6Z            0X    0
ISC   1977  2 6 83418.50   -4.639 152.466 97.6       5.070                0X    0
GS    1977  2 7 22459.40   -2.240 120.779 33.0N      5.2004.7Z            0X    0
GS    1977  2 7 84217.90   35.558 140.922 47.0       5.100                0X    0
ISC   1977  2 7211832.66  -16.688 -73.475 39.4       5.160                0X    0
GS    1977  2 7211832.70  -16.515 -73.412 35.0       5.200                0X    0
GS    1977  2 7232838.60  -15.287-174.091132.0       5.200                0X    0
ISC   1977  2 7232842.40  -15.372-173.968169.6       5.215                0X    0
ISC   1977  2 8 82533.32  -18.319-175.369 33.0A      5.250                0X    0
ISC   1977  2 8233558.49    1.625 124.800 31.8       5.260                0X    0
GS    1977  2 8233558.90    1.579 124.598 50.0       5.1004.5Z            0X    0
GS    1977  2 91619 5.20  -36.414 178.690 87.0       5.100                0X    0
ISC   1977  2 91619 5.97  -36.610 178.790 99.1       5.130                0X    0
GS    1977  210 32659.00  -21.876 169.834 38.0       4.9005.0Z            0X    0
GS    1977  210 75556.70  -21.823 169.942 41.0       5.2005.4Z            0X    0
GS    1977  2102241 6.20  -60.933 -23.090 33.0N      6.3006.2Z  5.60UKBR  1B  209
GS    1977  211114126.60    1.112 -90.549 33.0N      5.100                0X    0
ISC   1977  211114130.01    1.563 -90.632 33.0A      5.190                0X    0
GS    1977  211201945.40   -0.266 125.093 68.0       5.200                0X    0
GS    1977  212 44916.00   36.985  71.275 98.0D      5.400                0X    0
GS    1977  212155531.80   -4.394 129.236 20.0       5.100                0X    0
GS    1977  213 13915.20  -21.999 169.623 39.0       5.000                0X    0
GS    1977  213 4 646.90   15.651 119.165 44.0       5.400                0X    0
GS    1977  213 4 714.50   15.679 119.155 33.0N      5.7004.8Z            0X    0
GS    1977  213 42128.80   -5.576 152.240 33.0N      5.400                0X    0
GS    1977  213 55145.30   54.060 158.634167.0       5.000                0X    0
GS    1977  21313 651.30   -0.117 125.063 33.0N      5.8005.0Z            0X    0
GS    1977  21314 2 8.20  -21.957 169.902 33.0N      5.200                0X    0
GS    1977  214 02238.40   33.595  73.253 33.0N      5.200                0X    0
GS    1977  214132517.20   15.691 119.153 46.0       5.000                0X    0
GS    1977  2152147 8.80    7.991 126.512 74.0       5.300                0X    0
GS    1977  215224110.20  -19.428-175.194 89.0       5.200                0X    0
ISC   1977  215224115.84  -19.625-174.732151.5       5.040                0X    0
GS    1977  216 04931.20   25.973 -26.258 33.0N      5.500                3A  794
GS    1977  216104020.90    0.496 125.983 33.0N      6.1005.6Z            1B  214
GS    1977  217131654.40*  -9.547 120.673 90.0       5.000                0X    0
GS    1977  217133231.70   58.917 163.817 33.0N      5.2004.1Z            0X    0
GS    1977  217162831.10*  27.174 100.797 33.0N      5.000                0X    0
GS    1977  21719 038.60   37.535  69.115 59.0       5.000                0X    0
GS    1977  217202520.50  -45.480 -19.065 33.0N      5.7005.2Z            0X    0
GS    1977  218 15647.30  -24.682-175.963 35.0D      5.000                0X    0
GS    1977  218 4 813.40   41.409 142.039  5.0       5.5005.6Z  5.60UKBR  0X    0
ISC   1977  218 4 818.59   41.565 141.897 45.2       5.460                0X    0
GS    1977  218 63123.70* -24.406-176.281122.0       5.100                0X    0
GS    1977  218175529.80  -30.644-177.989 18.0       5.400                0X    0
GS    1977  218205129.80   33.071 140.817 42.0       6.0005.7Z  6.00UKPA  1B  210
ISC   1977  218205130.44   33.147 141.060 45.8       6.099                1B  211
GS    1977  219 213 2.40*  15.748 127.619 33.0N      5.100                0X    0
GS    1977  219 319 6.80*  11.647 -86.937 33.0N      5.300                0X    0
ISC   1977  219 319 8.51   11.472 -87.026 62.7       5.120                0X    0
ISC   1977  219 4 223.80   33.146 141.027 46.5       5.124                0X    0
GS    1977  219 4 224.20   33.084 140.816 52.0       5.200      5.60UKBR  0X    0
GS    1977  219 551 8.20*  52.087 158.764 23.0       5.000                0X    0
GS    1977  219 61525.00   31.786  78.417 40.0       5.400                0X    0
GS    1977  219 75323.30  -41.367  80.643 33.0N      5.8006.0Z            0X    0
GS    1977  219 84159.50* -41.188  80.801 33.0N      5.200                0X    0
ISC   1977  219 842 0.17  -41.070  80.934 33.0A      5.230                0X    0
GS    1977  219103422.30    8.361  93.766 33.0N      5.100                0X    0
GS    1977  2192234 4.10   53.566 170.032 33.0N      6.2006.7Z  6.60UKPA  1A    3
GS    1977  219224739.10   53.331 170.294 30.0D      5.100                1A    4
GS    1977  219232957.90* -22.100-138.762  0.0G      5.300                0X    0
GS    1977  219234326.40   34.701  81.258 19.0       5.100                0X    0
GS    1977  220 64546.90   -7.112 129.097186.0       5.400                0X    0
ISC   1977  220222645.03    5.872 124.624 91.1       5.150                0X    0
GS    1977  220222647.40*   6.020 124.874116.0       5.000                0X    0
ISC   1977  221 818 8.87   11.998 143.864  8.5       5.030                0X    0
GS    1977  2211748 2.00    9.455 -70.631 18.0       5.000                0X    0
GS    1977  22120 2 6.00   55.913-161.894167.0       5.000                0X    0
GS    1977  222 13313.80   51.163 156.540 96.0       5.100                0X    0
GS    1977  222 25951.30* -59.691 -24.554 33.0N      5.000                0X    0
GS    1977  222 624 6.50B  38.478-119.287  5.0       5.000      4.80MLBR  0X    0
GS    1977  222 91243.00*  -4.429 135.275 38.0       5.200                0X    0
GS    1977  2221410 8.70* -45.608 -75.290 33.0N      5.2005.4Z            0X    0
ISC   1977  222141010.29  -45.387 -75.320 33.0A      5.110                0X    0
GS    1977  222173851.90*   3.306 126.742 55.0       5.200                0X    0
GS    1977  222194835.20   32.234 -40.371 33.0N      5.2004.8Z            0X    0
ISC   1977  223 02244.75  -22.054-179.488607.5       5.214                0X    0
GS    1977  223 02247.30* -21.966-179.631643.0       5.200                0X    0
GS    1977  223 14941.10* -36.344 -99.049 33.0N      4.7005.1Z            0X    0
GS    1977  2231035 2.10*  17.354 119.720 48.0       5.2004.3Z            0X    0
ISC   1977  2231035 4.62   17.539 120.158 56.4       5.340                0X    0
ISC   1977  223123717.30   17.469 120.205 58.8       5.370                0X    0
GS    1977  22318 3 9.10   11.913 143.547 33.0N      5.100                0X    0
GS    1977  2231947 5.50* -59.465 -24.682 33.0N      5.400                0X    0
ISC   1977  2232114 5.07   11.995 143.997  4.2       5.230                0X    0
GS    1977  2232114 9.20*  11.982 144.156 33.0N      5.100                0X    0
GS    1977  224 85116.60  -11.686 -13.622 33.0N      5.1005.5Z            0X    0
ISC   1977  224 85117.44  -11.767 -13.453 33.0A      5.123                0X    0
GS    1977  2241140 0.00   42.389 142.508 75.0D      5.300                0X    0
GS    1977  224142444.80*  17.241 -61.485 33.0N      5.500                0X    0
ISC   1977  2241611 5.92  -17.677-178.904551.5       5.070                0X    0
GS    1977  224163729.60*  45.677 150.979 45.0       5.100                0X    0
ISC   1977  224204718.16   38.554  27.661 19.9       5.028                0X    0
GS    1977  224204721.30   38.737  27.720 43.0       5.000                0X    0
GS    1977  225 05938.50   -6.277 147.557 49.0       5.4005.5Z            0X    0
GS    1977  225 11436.10   -6.049 154.747102.0       5.200                0X    0
GS    1977  225 11852.80   -6.289 147.529 52.0       5.9005.9Z  5.80UKBR  0X    0
GS    1977  225 12441.60*  -6.327 147.700 58.0       5.600                0X    0
GS    1977  225 140 5.90*  -6.316 147.720 54.0       5.200                0X    0
GS    1977  226 02030.60* -18.955-174.137 33.0N      5.300                0X    0
ISC   1977  226 02037.64  -18.968-173.809 88.8       5.170                0X    0
GS    1977  22615 031.60*  -9.546 119.085 27.0       5.3004.5Z            0X    0
GS    1977  226171528.10   -6.066 148.549 86.0       5.000                0X    0
GS    1977  227 830 0.60   -6.337 104.866 59.0       5.400                0X    0
GS    1977  227 92157.20   38.066  72.688112.0       5.100                0X    0
ISC   1977  227102457.18   -7.361 128.477180.3       5.050                0X    0
GS    1977  2271834 8.50   18.647 145.293579.0D      5.000                0X    0
GS    1977  228 132 2.00    4.038 -82.495 33.0N      5.1005.2Z            0X    0
ISC   1977  228 132 2.47    4.014 -82.634 33.0A      5.033                0X    0
GS    1977  228 15031.90    9.215 126.120 64.0       5.700                0X    0
GS    1977  228 84355.70   14.878  54.953 33.0N      5.1004.7Z            0X    0
GS    1977  228145548.60    1.348 126.237 73.0       5.100                0X    0
GS    1977  2281735 6.50   14.811  55.013 33.0N      5.1004.6Z            0X    0
GS    1977  228175054.40   44.629 146.824 10.0       5.3004.7Z            0X    0
GS    1977  3 1 035 0.80    6.867 123.976 45.0       5.5005.0Z            0X    0
GS    1977  3 2 5 523.60  -16.374 177.981 33.0N      5.5005.1Z            0X    0
GS    1977  3 2 94530.30*   4.268  95.422 33.0N      5.000                1B  212
GS    1977  3 2 95323.20    6.772 123.740 52.0       6.1006.1Z  6.10UKPA  1B  213
GS    1977  3 2143517.00    8.903 126.356 84.0       5.200                0X    0
GS    1977  3 22311 1.80   54.694 163.655 42.0D      5.100                0X    0
GS    1977  3 4175018.50  -12.293 -74.096 22.0       5.200                0X    0
GS    1977  3 4192154.10   45.772  26.761 94.0       6.400      7.20UKPA  3A  724
GS    1977  3 420 512.60   26.359 -45.036 33.0N      5.000                0X    0
GS    1977  3 4225847.70   36.823  72.050 50.0       5.000                0X    0
GS    1977  3 4232251.70   -1.680 138.705 33.0N      5.500                0X    0
ISC   1977  3 51615 4.10  -23.441 179.021562.3       5.011                0X    0
GS    1977  3 51615 7.30  -23.296 178.798597.0       5.100                0X    0
GS    1977  3 6115554.90   12.155 144.116 50.0       5.0004.6Z            0X    0
GS    1977  3 6124718.30   -8.295 123.601 39.0       5.2005.7Z            0X    0
GS    1977  3 62150 3.70   -8.167 156.251 46.0       5.0004.2Z            0X    0
GS    1977  3 7 02847.40   39.982 118.694 33.0N      5.3005.0Z            0X    0
GS    1977  3 7 226 7.00  -14.617 167.689 35.0       5.200                0X    0
GS    1977  3 7 3 651.80  -14.553 167.856 28.0       5.300                0X    0
GS    1977  3 7 659 6.60   13.937 145.008120.0       5.100                0X    0
GS    1977  3 7 91228.10   43.103 145.767 24.0       5.400                0X    0
ISC   1977  3 7 91233.37   42.938 145.820 72.8       5.266                0X    0
ISC   1977  3 7103921.37    7.483 -36.041 32.8D 7    5.045                0X    0
GS    1977  3 7134731.00    1.992 123.052 58.0D      5.400                0X    0
GS    1977  3 8 3 232.80  -17.839-178.712571.0       5.300                0X    0
GS    1977  3 8 5 8 7.80   -2.157 121.035 57.0       5.000                0X    0
GS    1977  3 8 8 719.70   -8.323 156.229 33.0N      5.3005.8Z            0X    0
ISC   1977  3 8 8 719.93   -8.405 156.349 33.0A      5.616                0X    0
ISC   1977  3 813 854.35  -12.327 -74.156 41.0A      5.662                0X    0
GS    1977  3 813 856.30  -11.961 -74.202 41.0       5.6005.6Z            0X    0
GS    1977  3 8145145.20  -12.334 -74.000 43.0       5.100                0X    0
GS    1977  3 8152847.10   38.029  69.442 10.0       5.200                0X    0
ISC   1977  3 82246 4.42  -12.195 -74.061 14.0A      5.674                0X    0
GS    1977  3 82246 4.80  -12.056 -74.031 14.0       5.6005.4Z            0X    0
GS    1977  3 8231728.00    0.451 100.021 22.0       5.5006.0Z            0X    0
GS    1977  3 9 14648.80   -5.179 151.858 75.0       5.000                0X    0
GS    1977  3 9 35927.20   46.425 153.868 30.0       5.200                0X    0
GS    1977  3 9 41458.60   46.083 154.057 38.0D      5.000                0X    0
ISC   1977  3 9 415 0.79   46.511 153.749 40.3D 6    5.134                0X    0
GS    1977  3 9 63032.20   41.207 138.215 33.0N      5.000                0X    0
GS    1977  3 9105916.20   37.994  69.534 14.0       5.000                0X    0
GS    1977  3 9142753.60   41.606 130.878528.0       5.900      6.60UKPA  1A    5
ISC   1977  3 9142756.21   41.660 131.050556.4       5.988                1A    6
GS    1977  3 923 115.90    2.594 127.173 59.0       5.500                0X    0
GS    1977  311 658 2.30   19.138 121.243 42.0       5.400                0X    0
GS    1977  311121751.90   44.848-111.500  5.0G      5.200      4.10ML G  0X    0
GS    1977  31118 639.80    0.254 125.590 87.0       5.100                0X    0
GS    1977  311231730.10    0.285 125.607 33.0N      5.300                0X    0
GS    1977  312 25750.60   23.743 -45.174 33.0N      5.4005.6Z            0X    0
GS    1977  313 45442.00  -16.961 -69.801128.0       5.200                0X    0
GS    1977  313 524 7.40   -8.303 117.176161.0       5.300                0X    0
GS    1977  3131520 2.50    4.938 127.457 87.0       5.300                0X    0
GS    1977  313173348.30* -15.016-172.326 13.0       5.000                0X    0
GS    1977  313211432.20   -8.036 -74.406161.0D      5.100                0X    0
GS    1977  314 02437.10  -22.968-177.179 33.0N      5.100                0X    0
GS    1977  314103011.30  -11.579 166.297 71.0       5.000                0X    0
GS    1977  31419 3 7.80  -20.730-178.506577.0       5.400                0X    0
GS    1977  314205238.20  -31.010 179.938368.0       5.000                0X    0
GS    1977  315 41151.20  -15.182-173.210 32.0       4.9005.3Z            0X    0
GS    1977  315 72226.20   27.409 130.601  8.0       4.9005.1Z            0X    0
GS    1977  315 85458.80   -4.953 131.008 41.0       5.8005.6Z            0X    0
GS    1977  315171230.80  -20.521-177.974441.0       5.000                0X    0
GS    1977  315195542.60   -6.731 154.963 31.0       5.5005.8Z            0X    0
GS    1977  315223459.40  -25.456-175.095 33.0N      5.000                0X    0
GS    1977  316 05945.10   -6.241 130.245167.0       5.100                0X    0
GS    1977  316 62217.70   55.489-157.044 18.0       5.1003.9Z            0X    0
ISC   1977  316125652.43   31.303  89.377 33.0A      5.050                0X    0
GS    1977  316152129.60  -11.404 165.778 24.0       5.0004.2Z            0X    0
