691231 2353 30.22  59.0000   27.0000   0.00   0.00 20 335
   71463 VAF    Lg       t    d        97.631   3.000   0
   71464 KAF    Sn       t    d        44.786   3.000   0
   71465 KAF    Rg       t    n        69.750   3.000   0
   71466 KAF    Lg       t    d        50.254   3.000   0
   66883 FIA1   Pn       t    d         0.000   3.000   0
   66883 FIA1   Pn       a    d       166.000  15.000   0
   66883 FIA1   Pn       s    n        16.830   1.500   0
   66884 FIA1   Lg       t    d        30.102   5.000   0
   66884 FIA1   Lg       a    d       172.000 -15.000   0
   66884 FIA1   Lg       s    n        32.680   1.500   0
   66970 KAF    Pn       t    d         6.602   1.000   0
   67020 ARA0   Pn       t    d       107.500   3.000   0
   67020 ARA0   Pn       a    d       177.000  15.000   0
   67020 ARA0   Pn       s    n        12.770   1.500   0
   67021 ARA0   Sn       t    d       219.500   5.000   0
   67021 ARA0   Sn       a    d       167.000  15.000   0
   67021 ARA0   Sn       s    n        26.450   1.500   0
   67022 ARA0   Lg       t    d       280.703   5.000   0
   67022 ARA0   Lg       a    d       158.000  15.000   0
   67022 ARA0   Lg       s    n        33.670   1.500   0

