azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.150455 0.030417 -0.025460 -0.023642 -0.117961 -0.132612 -0.083613 -0.006102 0.168650 -0.105006 -0.254367 -0.587530 -0.920692 0.148795 0.141304 0.124100 0.340175 0.371260 0.320861 0.061926 -0.166060 -0.367271 0.183071 0.102359 0.150455
end

station:  mox
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    -0.085038 -0.086485 -0.058383 -0.025480 -0.061895 -0.028610 0.073969 0.167018 0.183631 0.199447 0.271019 0.113984 -0.043051 -0.113703 -0.077808 0.068724 0.199139 0.120394 0.067633 0.021364 0.016945 -0.085262 -0.199625 -0.100569 -0.085038
end

station:  rgn
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.150455 0.030417 -0.025460 -0.023642 -0.117961 -0.132612 -0.083613 -0.006102 0.168650 -0.105006 -0.254367 -0.587530 -0.920692 0.148795 0.141304 0.124100 0.340175 0.371260 0.320861 0.061926 -0.166060 -0.367271 0.183071 0.102359 0.150455
end

station:  rue
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.019644 -0.007668 0.020656 0.106381 0.068768 0.007049 0.040019 0.118398 0.320904 0.169422 -0.237398 -0.209418 -0.125480 0.248794 0.309679 0.385854 0.323515 0.262479 0.215889 -0.053301 -0.207225 -0.268891 -0.144173 0.014911 0.019644
end

station:  stu
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000  330.000000 345.000000 360.000000
resid:    -0.154978 -0.117002 -0.074801 -0.086288 -0.049307 -0.032359 -0.108223 -0.617977 -0.646453 -0.135026 1.115600 0.257469 -0.600662 -0.371195 -0.372688 -0.375895 -0.425164 -0.378633 -0.330995 -0.223052 -0.090429 0.276238 -0.090947 -0.12 -0.154978
end

station:  tns
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.014021 0.062988 0.068954 0.083690 0.184573 0.173941 0.178434 0.284504 0.114001 0.164412 0.190725 0.111330 0.031934 0.108807 0.080947 0.014429 -0.045228 -0.086212 -0.098849 -0.072179 -0.018472 0.068378 0.013711 0.001833 0.014021
end

station:  wet
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.316844 0.366230 0.367275 0.311456 0.253725 0.192351 0.030296 -0.306601 -0.811958 -1.005573 -0.247404 -0.238229 -0.210702 -0.297063 -0.389836 -0.316993 -0.016854 0.052984 0.141509 0.353240 0.294865 0.120205 -0.016287 0.321571 0.316844
end

