 07.01.94 219 OFF EAST CO  5.10  21.8   5.79  19.9
 15.03.94 219 OFF EAST CO  5.09  21.1   5.76  19.9
 07.05.94 219 OFF EAST CO  5.02  19.1   5.83  19.0
 24.12.94 218 NEAR EAST C  5.01  18.6   5.87  18.5
 01.04.95 219 OFF EAST CO  5.11  21.5   5.80  19.8
 08.04.95 219 OFF EAST CO  5.10  21.6   5.80  19.8
 04.10.95 5 NEAR ISLANDS,  5.05  16.0   5.67  11.6
 21.06.96 219 OFF EAST CO  5.11  21.3   5.77  20.0
 22.06.96 219 OFF EAST CO  4.97  19.6   5.75  20.0
 18.07.96 219 OFF EAST CO  4.97  18.7   5.76  19.8
 02.10.96 218 NEAR EAST C  5.02  19.4   5.87  18.6
 17.12.97 6 RAT ISLANDS,   4.79  10.0   5.51   7.9
 27.05.98 219 OFF EAST CO  5.09  20.8   5.79  19.5
 01.06.98 219 OFF EAST CO  4.98  19.0   5.83  18.9
 20.08.98 6 RAT ISLANDS,   4.96  13.9   5.56  10.1
 28.08.98 6 RAT ISLANDS,   5.00  14.4   5.55   9.9
 09.01.99 221 KURIL ISLAN  4.70  28.6   5.49  30.4
 12.01.99 212 BONIN ISLAN  4.40  53.4   4.60  44.0
 16.01.99 15 GULF OF ALAS  5.43 350.4   5.95 347.8
 24.01.99 235 KYUSHU, JAP  4.78  58.1   5.11  48.7
 25.01.99 103 COLOMBIA     5.53 265.3   5.04 270.6
 28.01.99 9 FOX ISLANDS,   4.97   2.5   5.58   0.2
 30.01.99 321 SOUTHERN SI  6.26  70.0   7.44  67.3
 31.01.99 221 KURIL ISLAN  4.57  29.2   5.46  31.1
 04.02.99 706 NORTHERN SU  4.58 105.0   5.15  91.9
 12.02.99 221 KURIL ISLAN  4.70  27.4   5.46  28.8
 14.02.99 221 KURIL ISLAN  4.69  27.4   5.47  28.8
 25.02.99 327 LAKE BAIKAL  6.24  49.0   7.23  49.1
 04.03.99 353 SOUTHERN IR  8.79 111.2   8.25 104.1
 04.03.99 353 SOUTHERN IR  8.76 111.4   8.25 104.2
 08.03.99 219 OFF EAST CO  5.12  20.3   5.78  19.6
 18.03.99 224 HOKKAIDO, J  4.51  35.3   5.41  34.8
 20.03.99 7 ANDREANOF ISL  4.78   7.1   5.52   5.6
 21.03.99 327 LAKE BAIKAL  6.23  38.8   7.24  42.6
 28.03.99 305 TIBET-INDIA  6.64  93.0   7.34  84.0
 30.03.99 101 VENEZUELA    6.22 264.8   5.67 270.7
 03.04.99 72 HONDURAS      5.60 277.3   4.96 285.2
 08.04.99 657 E. USSR-N.E  4.71  40.6   5.75  41.5
 22.04.99 584 REPUBLIC OF  5.82 166.1   5.49 166.2
 26.04.99 107 ECUADOR      5.61 261.3   4.63 268.2
 29.04.99 239 RYUKYU ISLA  4.82  58.6   5.00  49.6
 05.05.99 68 OFF COAST OF  5.09 283.3   4.70 291.3
 07.05.99 572 LAKE TANGAN  6.84 155.9   6.88 156.4
 07.05.99 13 KODIAK ISLAN  5.48 348.3   5.93 350.9
 08.05.99 221 KURIL ISLAN  4.65  25.2   5.48  27.1
 12.05.99 224 HOKKAIDO, J  4.36  27.0   5.49  33.3
 27.05.99 249 LUZON, PHIL  4.06  68.0   4.66  66.0
 27.05.99 19 SOUTHEASTERN  5.71 346.1   6.25 343.0
 06.06.99 71 NEAR COAST O  5.44 280.0   4.85 288.0
 15.06.99 523 CENTRAL MEX  5.05 288.9   4.78 295.8
 21.06.99 59 GUERRERO, ME  4.69 292.0   4.66 298.9
 29.06.99 717 AFGHANISTAN  7.27  92.9   7.92  83.4
 03.07.99 212 BONIN ISLAN  4.29  53.0   4.59  44.0
 07.07.99 221 KURIL ISLAN  4.75  19.0   5.66  23.1
 11.07.99 72 HONDURAS      5.55 281.1   5.09 287.4
 21.07.99 706 NORTHERN SU  4.33 105.5   5.05  90.1
 01.08.99 7 ANDREANOF ISL  4.77   5.7   5.51   4.7
 01.08.99 40 CALIFORNIA-N  4.95 320.4   5.27 320.9
 06.08.99 221 KURIL ISLAN  4.81  19.4   5.69  22.3
 13.08.99 9 FOX ISLANDS,   4.90   2.2   5.53   0.4
 13.08.99 222 KURIL ISLAN  4.73  28.6   5.43  29.5
 20.08.99 78 COSTA RICA    5.41 272.1   4.89 279.9
 20.08.99 233 NEAR S. COA  4.65  50.5   5.17  43.7
 26.08.99 248 PHILIPPINE   4.55  66.9   4.78  62.7
 28.08.99 107 ECUADOR      5.40 259.8   4.65 268.2
 29.08.99 421 CARLSBERG R  7.59 118.9   6.48 116.5
 09.09.99 221 KURIL ISLAN  4.89  25.9   5.57  24.5
 18.09.99 218 NEAR EAST C  5.12  21.5   5.76  21.1
 20.09.99 221 KURIL ISLAN  4.88  26.6   5.51  25.6
 20.09.99 244 TAIWAN       5.21  67.1   5.10  60.0
 20.09.99 244 TAIWAN       5.04  66.7   5.09  59.9
 20.09.99 244 TAIWAN       4.65  64.7   5.07  59.9
 20.09.99 244 TAIWAN       4.77  65.8   5.08  59.9
 20.09.99 244 TAIWAN       5.22  66.8   5.08  59.8
 20.09.99 244 TAIWAN       4.66  65.8   5.07  60.3
 21.09.99 221 KURIL ISLAN  4.74  27.5   5.48  28.6
 22.09.99 244 TAIWAN       5.01  67.0   5.09  59.9
 22.09.99 244 TAIWAN       4.46  63.8   5.08  60.0
 26.09.99 244 TAIWAN       5.10  67.1   5.09  59.9
 30.09.99 60 OAXACA, MEXI  4.41 290.2   4.69 294.0
 02.10.99 229 OFF EAST CO  4.55  37.8   5.34  35.2
 13.10.99 12 ALASKA PENIN  5.12 353.8   5.75 355.5
 16.10.99 43 SOUTHERN CAL  4.25 320.2   5.11 318.9
 22.10.99 244 TAIWAN       4.66  66.4   5.10  60.6
 24.10.99 221 KURIL ISLAN  4.68  26.8   5.48  28.9
 25.10.99 211 SOUTH OF HO  4.18  46.0   4.79  39.8
 01.11.99 244 TAIWAN       4.97  67.1   5.05  59.9
 08.11.99 717 AFGHANISTAN  7.10  94.3   7.90  83.5
 11.11.99 221 KURIL ISLAN  4.89  21.8   5.67  23.0
 11.11.99 706 NORTHERN SU  3.89 107.5   4.69  89.9
 13.11.99 5 NEAR ISLANDS,  5.03  14.4   5.73  12.0
 15.11.99 228 NEAR EAST C  4.49  39.4   5.24  36.7
 15.11.99 425 SOUTH INDIA  5.21 112.7   5.16 100.3
 23.11.99 421 CARLSBERG R  8.49 119.2   7.23 120.3
 26.11.99 4 KOMANDORSKY I  5.15  16.1   5.93  15.1
 26.11.99 4 KOMANDORSKY I  5.15  16.4   5.93  15.0
 29.11.99 425 SOUTH INDIA  5.19 112.8   5.16 100.2
 01.12.99 94 CARIBBEAN SE  5.41 278.8   5.49 284.2
 05.12.99 211 SOUTH OF HO  4.31  52.7   4.68  43.5
 06.12.99 13 KODIAK ISLAN  5.47 352.6   5.97 352.0
 06.12.99 13 KODIAK ISLAN  5.50 348.0   5.96 351.9
 07.12.99 13 KODIAK ISLAN  5.52 347.8   5.96 352.0
 11.12.99 249 LUZON, PHIL  4.21  69.1   4.68  65.9
 16.12.99 410 SOUTH ATLAN  5.70 200.4   5.27 201.6
 17.12.99 12 ALASKA PENIN  5.11 351.1   5.73 355.4
 17.12.99 406 CENTRAL MID  6.62 239.6   7.00 241.8
 21.12.99 327 LAKE BAIKAL  6.31  39.3   7.25  42.7
 25.12.99 249 LUZON, PHIL  4.25  66.2   4.72  64.3
 29.12.99 59 GUERRERO, ME  4.77 291.2   4.66 298.8
 02.01.00 7 ANDREANOF ISL  4.74   6.3   5.50   4.3
 05.01.00 306 TIBET        6.16  78.7   6.80  73.4
 06.01.00 19 SOUTHEASTERN  5.78 346.6   6.21 342.6
 06.01.00 249 LUZON, PHIL  4.43  71.5   4.69  65.9
 10.01.00 212 BONIN ISLAN  4.33  52.9   4.61  43.8
 14.01.00 318 YUNNAN PROV  5.34  77.6   6.09  72.8
 14.01.00 318 YUNNAN PROV  5.20  77.2   6.09  72.9
 17.01.00 99 NORTHERN COL  5.73 263.5   5.37 269.2
 19.01.00 718 HINDU KUSH   7.21  94.5   7.94  84.3
 20.01.00 12 ALASKA PENIN  5.24 353.3   5.82 356.0
 20.01.00 30 OFF COAST OF  4.84 337.5   5.41 330.8
 23.01.00 235 KYUSHU, JAP  4.64  55.6   5.10  49.1
 23.01.00 15 GULF OF ALAS  5.56 345.7   6.03 349.0
 28.01.00 221 KURIL ISLAN  4.55  28.8   5.43  31.3
 28.01.00 245 NORTHEAST O  4.79  61.6   5.05  56.1
 28.01.00 425 SOUTH INDIA  4.96 113.3   5.15 100.2
 31.01.00 321 SOUTHERN SI  6.33  74.2   7.27  70.7
 03.02.00 676 ALASKA       5.83 349.7   6.53 353.3
 10.02.00 425 SOUTH INDIA  5.79 129.9   4.63 133.8
 10.02.00 425 SOUTH INDIA  5.69 129.4   4.63 133.8
 13.02.00 657 E. USSR-N.E  4.56  39.5   5.68  41.2
 18.02.00 403 NORTH ATLAN  6.53 254.4   7.11 255.8
 20.02.00 77 OFF COAST OF  5.69 272.2   4.88 279.8
 23.02.00 92 LEEWARD ISLA  6.73 265.4   6.49 268.0
 26.02.00 81 PANAMA        5.88 270.1   5.18 275.9
 01.03.00 2 SOUTHERN ALAS  5.72 345.6   6.24 348.0
 05.03.00 353 SOUTHERN IR  9.03 111.0   8.26 105.3
 08.03.00 13 KODIAK ISLAN  5.51 347.3   5.96 351.9
 10.03.00 706 NORTHERN SU  4.46 106.1   5.16  90.9
 12.03.00 69 NEAR COAST O  5.45 281.8   4.81 290.0
 22.03.00 429 MID-INDIAN   6.21 129.1   5.54 125.5
 24.03.00 49 GULF OF CALI  4.20 310.6   4.80 311.6
 07.04.00 427 MASCARENE I  5.95 129.7   5.18 128.9
 20.04.00 714 SOUTHEASTER  7.19  94.7   8.29  84.3
 21.04.00 7 ANDREANOF ISL  4.74   5.9   5.51   5.9
 21.04.00 232 SOUTHERN HO  4.34  45.9   5.19  42.8
 26.04.00 229 OFF EAST CO  4.25  32.9   5.34  35.1
 30.04.00 22 QUEEN CHARLO  5.36 339.3   5.84 336.0
 01.05.00 719 TAJIK-SINKI  6.60  89.4   7.93  80.4
 04.05.00 7 ANDREANOF ISL  4.70   4.4   5.51   6.2
 08.05.00 274 SOUTHERN SU  4.18 106.5   4.71  93.0
 15.05.00 25 VANCOUVER IS  5.31 338.4   5.77 335.5
 19.05.00 2 SOUTHERN ALAS  5.48 348.1   6.09 351.6
 22.05.00 406 CENTRAL MID  7.15 220.6   7.00 225.1
 02.06.00 30 OFF COAST OF  4.91 337.1   5.41 333.1
 03.06.00 218 NEAR EAST C  5.01  18.8   5.78  20.0
 03.06.00 228 NEAR EAST C  4.30  43.8   5.10  39.3
 04.06.00 710 PAKISTAN     7.77 108.2   7.90  96.5
 06.06.00 322 KANSU PROVI  5.57  65.0   6.57  62.4
 06.06.00 239 RYUKYU ISLA  4.67  57.3   5.02  49.1
 06.06.00 660 SEA OF JAPA  4.47  46.4   5.37  42.1
 07.06.00 296 BURMA        5.48  81.3   6.33  74.6
 08.06.00 69 NEAR COAST O  6.17 277.9   4.77 289.2
 09.06.00 211 SOUTH OF HO  4.16  51.5   4.71  44.0
 09.06.00 211 SOUTH OF HO  4.19  52.5   4.71  43.9
 10.06.00 244 TAIWAN       4.58  65.0   5.09  59.8
 14.06.00 249 LUZON, PHIL  4.10  67.9   4.70  64.6
 14.06.00 221 KURIL ISLAN  4.65  23.4   5.55  26.0
 15.06.00 237 SOUTHEAST O  4.70  57.8   5.00  48.7
 19.06.00 249 LUZON, PHIL  3.87  62.8   4.70  64.6
 19.06.00 249 LUZON, PHIL  4.00  67.0   4.62  66.3
 25.06.00 235 KYUSHU, JAP  4.56  54.4   5.15  48.3
 28.06.00 15 GULF OF ALAS  5.63 343.3   6.11 349.7
 29.06.00 230 NEAR S. COA  4.28  45.9   5.04  40.7
 29.06.00 230 NEAR S. COA  4.42  45.8   5.05  40.9
 01.07.00 230 NEAR S. COA  4.24  45.1   5.07  41.0
 02.07.00 230 NEAR S. COA  4.77  49.7   5.06  41.0
 04.07.00 248 PHILIPPINE   4.09  63.4   4.81  61.3
 06.07.00 5 NEAR ISLANDS,  4.96  14.0   5.73  12.7
 07.07.00 6 RAT ISLANDS,   4.80   8.7   5.52   7.1
 08.07.00 230 NEAR S. COA  4.33  46.5   5.06  41.1
 10.07.00 306 TIBET        5.99  78.7   6.86  73.3
 10.07.00 663 SEA OF OKHO  4.68  26.7   5.62  30.4
 11.07.00 13 KODIAK ISLAN  5.48 348.9   5.96 351.8
 11.07.00 13 KODIAK ISLAN  5.43 349.7   5.97 351.9
 13.07.00 221 KURIL ISLAN  4.89  20.3   5.66  22.8
 15.07.00 230 NEAR S. COA  4.21  44.5   5.07  40.8
 15.07.00 406 CENTRAL MID  7.51 217.5   7.12 217.8
 16.07.00 248 PHILIPPINE   4.21  64.5   4.82  61.4
 17.07.00 718 HINDU KUSH   6.95  94.7   7.94  84.0
 18.07.00 249 LUZON, PHIL  3.84  63.5   4.71  63.8
 20.07.00 228 NEAR EAST C  4.42  43.2   5.15  38.5
 21.07.00 77 OFF COAST OF  5.78 272.1   4.84 281.1
 21.07.00 228 NEAR EAST C  4.22  43.7   5.06  39.1
 21.07.00 77 OFF COAST OF  5.89 272.5   4.84 280.9
 21.07.00 523 CENTRAL MEX  4.65 289.3   4.71 297.0
 23.07.00 230 NEAR S. COA  4.33  45.7   5.06  41.0
 26.07.00 406 CENTRAL MID  7.64 224.5   7.00 225.3
 27.07.00 230 NEAR S. COA  4.39  46.6   5.06  40.8
 27.07.00 230 NEAR S. COA  4.52  47.8   5.06  40.9
 28.07.00 244 TAIWAN       4.84  66.6   5.07  60.3
 29.07.00 7 ANDREANOF ISL  4.83   9.5   5.49   6.7
 30.07.00 211 SOUTH OF HO  4.42  46.7   5.04  41.0
 30.07.00 211 SOUTH OF HO  4.32  46.4   5.05  41.0
 03.08.00 235 KYUSHU, JAP  4.52  52.9   5.13  48.3
 03.08.00 230 NEAR S. COA  4.50  47.7   5.06  41.0
 07.08.00 239 RYUKYU ISLA  4.68  58.4   5.01  49.5
 09.08.00 57 MICHOACAN, M  4.63 293.4   4.64 299.6
 13.08.00 94 CARIBBEAN SE  6.03 274.3   5.13 281.0
 15.08.00 221 KURIL ISLAN  4.60  29.8   5.44  31.4
 17.08.00 706 NORTHERN SU  4.42 105.5   5.28  91.2
 18.08.00 230 NEAR S. COA  4.40  46.5   5.06  41.0
 19.08.00 228 NEAR EAST C  4.48  43.3   5.12  38.3
 19.08.00 221 KURIL ISLAN  4.66  27.4   5.47  30.7
 23.08.00 244 TAIWAN       4.87  65.9   5.06  59.8
 24.08.00 410 SOUTH ATLAN  6.04 205.4   5.35 201.7
 01.09.00 705 OFF W. COAS  4.33 106.2   4.94  92.6
 03.09.00 221 KURIL ISLAN  4.54  27.2   5.43  31.4
 09.09.00 704 NICOBAR ISL  4.14 106.9   5.23  90.2
 10.09.00 250 MINDORO, PH  4.06  68.9   4.63  66.8
 10.09.00 244 TAIWAN       4.82  64.8   5.09  59.5
 10.09.00 407 NORTH OF AS  7.72 212.0   7.19 209.7
 12.09.00 325 TSINGHAI PR  6.00  70.0   6.68  66.5
 20.09.00 221 KURIL ISLAN  4.82  26.7   5.52  25.7
 23.09.00 406 CENTRAL MID  6.72 228.7   6.99 234.1
 23.09.00 406 CENTRAL MID  6.85 229.8   6.98 234.1
 28.09.00 105 NEAR COAST   5.30 264.5   4.62 271.2
 02.10.00 572 LAKE TANGAN  6.85 156.2   6.86 157.6
 02.10.00 238 RYUKYU ISLA  4.76  58.5   5.10  50.6
 02.10.00 238 RYUKYU ISLA  4.79  58.5   5.11  50.5
 03.10.00 229 OFF EAST CO  4.47  36.5   5.35  35.1
 04.10.00 95 WINDWARD ISL  6.35 260.7   6.04 264.9
 05.10.00 403 NORTH ATLAN  7.90 262.7   8.13 265.1
 09.10.00 703 ANDAMAN ISL  5.06 101.2   5.62  89.7
 11.10.00 294 BURMA-INDIA  5.36  86.3   6.26  78.5
 17.10.00 62 MEXICO-GUATE  5.16 283.0   4.85 290.0
 18.10.00 429 MID-INDIAN   6.59 124.3   5.61 123.8
 21.10.00 250 MINDORO, PH  4.11  68.8   4.61  66.4
 27.10.00 326 CENTRAL USS  6.77  49.2   7.70  50.1
 27.10.00 212 BONIN ISLAN  4.48  53.5   4.60  44.0
 27.10.00 406 CENTRAL MID  7.11 218.7   6.89 222.6
 27.10.00 92 LEEWARD ISLA  6.49 264.9   6.47 268.5
 29.10.00 222 KURIL ISLAN  4.77  23.3   5.56  23.6
 30.10.00 406 CENTRAL MID  7.05 219.8   7.02 224.9
 30.10.00 92 LEEWARD ISLA  6.76 264.9   6.48 268.5
 05.11.00 704 NICOBAR ISL  4.77 102.7   5.61  89.8
 06.11.00 13 KODIAK ISLAN  5.29 352.3   5.91 351.2
 08.11.00 82 PANAMA-COLOM  5.82 267.7   5.08 273.8
 08.11.00 246 SOUTHWESTER  5.09  65.7   4.94  58.0
 13.11.00 295 BURMA-EAST   5.77  89.8   6.26  81.5
 13.11.00 224 HOKKAIDO, J  4.63  33.3   5.45  33.0
 14.11.00 224 HOKKAIDO, J  4.39  27.9   5.45  32.9
 29.11.00 250 MINDORO, PH  4.37  70.1   4.62  66.4
 29.11.00 1 CENTRAL ALASK  5.84 347.5   6.47 351.1
 03.12.00 7 ANDREANOF ISL  4.70   7.2   5.52   5.9
 04.12.00 228 NEAR EAST C  4.48  45.0   5.10  38.9
 05.12.00 9 FOX ISLANDS,   4.95   2.3   5.57 359.4
 11.12.00 89 MONA PASSAGE  6.57 268.9   6.27 274.1
 12.12.00 83 SOUTH OF PAN  5.63 269.2   4.76 276.9
 20.12.00 218 NEAR EAST C  5.12  20.1   5.87  18.9
 20.12.00 77 OFF COAST OF  5.28 272.0   4.83 281.2
 22.12.00 12 ALASKA PENIN  5.33 351.0   5.89 354.1
 22.12.00 221 KURIL ISLAN  4.78  29.5   5.51  30.3
 15.03.06 581 Mozambique   6.21 152.8   5.90 158.4
 20.04.06 671 Eastern Sib  5.58  10.7   6.30  12.0
 23.04.06 671 Eastern Sib  5.47   9.4   6.34  11.5
 22.04.06 671 Eastern Sib  5.48  11.1   6.30  12.9
 22.04.06 671 Eastern Sib  5.48  10.9   6.32  12.2
 22.04.06 671 Eastern Sib  5.43   9.0   6.32  12.5
 21.04.06 671 Eastern Sib  5.43   9.2   6.32  12.5
 10.04.07 404 Azores Isla  8.61 255.0   8.90 257.9
