azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    -0.102455 -0.125364 -0.145900 -0.140556 -0.142500 -0.061500 0.062000 0.056625 0.151600 0.409667 0.498667 0.740000 0.618250 0.426500 0.327667 0.124000 -0.181714 -0.221444 -0.191727 -0.162545 -0.168833 -0.067250 -0.158000 -0.099571 -0.102455
end

station:  mox
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    -0.080636 -0.057481 -0.030414 -0.043889 -0.023111 0.042077 0.070500 0.133350 0.211583 0.190250 0.105000 0.093250 0.012875 -0.060167 -0.017500 0.107789 0.147292 0.156462 0.141452 0.060433 -0.007600 -0.043211 -0.113000 -0.118167 -0.080636
end

station:  rgn
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.149667 0.125867 0.116467 0.046429 -0.008385 -0.110429 -0.123500 -0.048091 -0.117143 0.019667 0.019667 -0.347333 -0.083750 0.078500 0.098714 0.218556 0.317500 0.341333 0.310647 0.232588 0.089300 -0.017429 -0.071000 0.145000 0.149667
end

station:  lid
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.149667 0.125867 0.116467 0.046429 -0.008385 -0.110429 -0.123500 -0.048091 -0.117143 0.019667 0.019667 -0.347333 -0.083750 0.078500 0.098714 0.218556 0.317500 0.341333 0.310647 0.232588 0.089300 -0.017429 -0.071000 0.145000 0.149667
end

station:  stu
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    -0.146333 -0.138333 -0.172941 -0.092733 -0.076000 -0.128727 -0.196750 -0.412200 -0.654667 -0.048000 0.491500 0.246000 -0.184800 -0.456500 -0.449857 -0.465900 -0.486429 -0.446063 -0.425353 -0.346571 -0.183571 -0.080000 -0.042500 -0.154091 -0.146333
end

station:  tns
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.088895 0.107542 0.138593 0.166000 0.196897 0.261519 0.252250 0.273611 0.308400 0.170750 0.144167 0.117250 0.106900 0.051000 0.021143 0.012350 -0.011292 -0.028407 -0.026067 -0.012690 -0.014167 0.004889 0.051067 0.053375 0.088895
end

station:  wet
phases:   P,PP
slowness: 4.3 - 14.0
entries:  25
azim:     0.000000 15.000000 30.000000 45.000000 60.000000 75.000000 90.000000 105.000000 120.000000 135.000000 150.000000 165.000000 180.000000 195.000000 210.000000 225.000000 240.000000 255.000000 270.000000 285.000000 300.000000 315.000000 330.000000 345.000000 360.000000
resid:    0.323950 0.357640 0.317643 0.273750 0.183207 0.034357 -0.151000 -0.308905 -0.611000 -0.691300 -0.610800 -0.418800 -0.263250 -0.310000 -0.321818 -0.184222 -0.115348 0.051875 0.144000 0.191965 0.233917 0.178450 0.135063 0.210562 0.323950
end

