 52.153 10.590
 51.832 10.498
 51.884 10.565
 51.842 10.183
 51.842 10.796
 51.772 10.723
 51.762 10.842
 51.762 10.843
 51.769 10.800
 51.769 10.799
 51.441 11.663
 50.845 10.220
 51.285 12.697
 50.691 11.655
 50.470 12.229
 50.732  8.337
 50.617  8.236
 51.249  7.053
 51.393  7.836
 50.424  8.113
 49.942  7.779
 52.055  9.585
 52.491 13.830
 51.249  7.053
 50.618  7.888
 51.301  8.258
 51.286  7.030
 51.358  7.889
 51.397  7.719
 51.452  8.437
 51.443  8.351
 51.350  7.632
 51.422  6.858
 52.231  8.121
 52.200  7.975
 52.322  7.633
 50.907  7.542
 51.032  7.597
 51.081  7.762
 51.218  7.589
 51.408  7.783
 51.227  8.482
 51.063  7.758
 51.347  8.181
 51.022  7.399
 50.966  7.752
 51.016  7.639
 50.771  6.131
 50.719  7.259
 50.470  7.280
 50.346  7.364
 50.434  7.281
 50.330  7.233
 50.232  7.046
 50.285  7.078
 50.173  6.626
 50.601  7.188
 50.592  7.268
 50.283  6.601
 50.388  7.237
 50.501  6.734
 50.510  6.546
 49.728  6.527
 49.551  6.622
 50.208  6.639
 50.203  6.527
 50.279  6.706
 50.337  6.776
 50.098  6.368
 50.170  6.422
 50.010  7.843
 49.959  7.623
 49.876  7.490
 49.835  7.580
 49.820  7.821
 49.836  7.679
 49.944  7.853
 49.662  7.159
 49.472  6.870
 49.639  7.265
 49.208  8.056
 49.784  7.934
 49.800  7.526
 49.464  7.189
 49.418  8.192
 49.543  7.605
 49.518  7.449
 49.567  7.454
 49.657  7.758
 49.673  8.004
 49.764  7.347
 49.766  7.324
 49.766  7.156
 50.354  7.425
 50.580  7.759
 50.556  7.767
 50.178  7.300
 49.794  7.464
 50.156  6.803
 50.344  8.105
 50.322  7.948
 50.426  7.933
 50.333  7.227
 50.364  7.220
 51.023  8.378
 51.140  8.013
 51.124  8.067
 51.336  8.188
 51.064  7.747
 50.980  7.877
 51.069  7.719
 50.618  7.889
 51.326  7.486
 51.245  7.769
 51.348  7.577
 51.381  7.866
 51.443  8.347
 51.424  8.644
 51.424  8.644
 51.574  8.290
 51.574  8.359
 51.573  8.357
 51.562  8.340
 51.405  7.901
 51.405  8.003
 51.400  7.947
 51.404  7.981
 51.333  8.001
 51.329  8.004
 51.412  8.685
 51.424  8.568
 51.404  8.688
 51.427  8.688
 51.424  8.568
 51.247  8.569
 51.336  8.403
 51.472  8.709
 50.374  8.892
 50.344  9.090
 50.264  9.188
 50.072  9.114
 50.274  9.809
 50.310  9.195
 50.416  9.014
 50.679  8.826
 50.727  8.875
 50.729  8.875
 50.507  8.731
 50.486  8.724
 50.423  8.947
 50.428  8.920
 50.031  9.275
 49.791  8.712
 49.905  8.853
 49.800  8.824
 49.791  8.679
 49.860  8.761
 49.744  8.919
 49.579  8.805
 50.509  8.728
 50.801 13.809
 49.873  6.888
 51.439  8.691
 51.413  8.707
 51.404  8.718
 50.936  9.373
 50.967  9.220
 50.813  8.480
 50.607  9.030
 50.596  8.452
 51.361  7.529
 50.985  7.073
 50.334  7.230
 50.364  7.220
 50.472  8.176
 50.575  8.294
 50.486  8.016
 50.506  8.054
 49.463  6.965
 49.417  6.955
 49.567  6.404
 49.442  6.787
 49.528  6.625
 49.545  7.441
 49.554  7.633
 49.540  7.329
 49.659  7.946
 49.506  7.629
 49.368  7.673
 49.660  7.586
 49.370  8.137
 49.457  8.985
 49.308  8.705
 49.442  8.669
 49.340  8.805
 49.194  8.944
 49.560  8.787
 49.551  8.673
 48.646  8.940
 48.481  8.933
 48.787  8.861
 48.975  9.213
 48.676  8.936
 48.822  9.013
 48.951  9.334
 48.857  9.383
 48.752 10.000
 48.901  9.201
 48.886  9.062
 48.924  8.919
 48.895  9.069
 48.401  8.664
 48.540  8.778
 48.391  8.570
 48.448  8.515
 48.469  8.504
 48.400  8.669
 48.494  8.672
 48.447  8.518
 48.390  8.572
 48.229  8.768
 48.197  9.088
 48.103  9.106
 48.523  9.410
 48.410  9.189
 48.403  9.227
 48.385  9.146
 48.426  8.871
 48.415  8.861
 48.535  9.470
 48.550  9.414
 48.522  9.957
 48.803 10.182
 48.734 10.369
 49.241  9.174
 48.942  9.104
 49.088  9.193
 49.058  9.242
 48.917  9.756
 49.069  9.881
 49.084  9.870
 49.068  9.740
 49.141 10.070
 49.300 10.093
 49.329 10.014
 48.754 10.210
 49.172 10.068
 49.195  9.986
 49.279  9.166
 49.210  9.462
 49.198  9.421
 49.219  9.730
 49.622  9.880
 49.308  9.482
 49.375  9.197
 49.486  9.329
 49.502  9.413
 49.502  9.357
 49.398  9.673
 49.606  9.520
 49.532  9.754
 49.662  9.666
 52.411 10.911
 52.291 11.272
 52.248 11.346
 52.247 11.345
 52.335 11.233
 51.116  6.446
 50.385  7.210
 50.409  7.164
 50.395  7.362
 50.374  7.280
 49.384  7.655
 49.685  7.745
 48.907  9.948
 49.096  8.992
 49.110  9.013
 49.160  8.980
 48.891  8.630
 48.599  8.777
 48.934  8.842
 48.944  8.921
 49.026  8.763
 48.932  8.806
 48.725  8.947
 48.618  8.337
 48.980  8.203
 49.118  8.312
 48.292  8.051
 48.384  8.145
 48.281  8.139
 48.447  8.290
 48.571  8.079
 48.639  8.321
 48.553  8.130
 48.565  8.150
 48.360  7.948
 48.013  8.470
 48.092  8.542
 48.190  8.233
 48.189  8.366
 47.861  8.889
 47.932  8.930
 47.997  8.808
 47.994  8.915
 48.066  8.783
 48.160  8.551
 48.288  8.590
 48.248  8.591
 48.254  8.492
 48.239  8.378
 49.490  9.367
 48.073  7.715
 48.180  7.878
 47.919  7.787
 47.739  7.704
 47.659  7.538
 47.623  8.105
 47.604  7.974
 47.673  8.311
 47.868  8.107
 47.600 11.190
 47.731 12.162
 47.725 11.952
 48.905 11.147
 48.916 11.317
 49.007 11.454
 49.371 11.475
 49.626 11.374
 47.689 11.578
 50.871 11.362
 48.788 10.371
 47.542 10.294
 47.583 10.326
 48.142  9.238
 50.227 10.773
 48.013  8.982
 48.429  9.894
 48.488 10.054
 48.426  9.891
 48.411  9.915
 48.511  9.759
 48.487  9.544
 48.496  9.582
 48.547 10.022
 48.744 10.178
 48.675  9.983
 48.688  9.946
 48.266  9.615
 49.893 11.917
 48.738 13.605
 49.638 11.241
 49.609 11.401
 49.615 11.316
 49.732 11.598
 49.639 11.241
 49.801 11.107
 49.385 10.167
 49.364 10.170
 49.333 10.125
 49.301 10.090
 49.411 10.214
 49.468 10.239
 49.411 10.214
 48.983 11.231
 48.974 11.230
 48.943 10.946
 48.893 11.131
 49.013 11.025
 48.915 10.847
 48.885 10.987
 48.998 11.220
 48.900 11.112
 48.912 11.174
 48.971 11.054
 48.959 11.063
 48.896 11.007
 48.905 11.091
 48.902 10.974
 49.590 11.736
 49.367 11.920
 49.429 11.735
 49.366 11.602
 49.297 11.961
 49.035 11.484
 49.423 12.488
 49.574 12.352
 49.433 12.318
 49.462 12.367
 49.600 12.227
 49.808 12.144
 49.635 12.248
 49.042 12.159
 49.034 11.996
 49.206 12.327
 49.172 12.483
 48.740 13.530
 48.965 12.619
 49.111 12.759
 48.923 12.822
 48.580 13.205
 48.838 13.342
 48.668 13.297
 48.710 13.332
 48.729 13.389
 48.700 13.278
 48.801 13.117
 50.334 11.855
 50.298 11.962
 50.379 11.768
 50.183 11.368
 50.137 11.527
 50.204 11.464
 50.030 11.304
 50.031 11.704
 50.145 11.549
 49.973 12.171
 50.236 10.795
 50.217 10.781
 50.054  6.349
 50.393 10.656
 50.719 10.406
 50.505 10.618
 50.722 10.117
 50.526 10.795
 49.991 12.196
 50.202 10.660
 50.203 10.660
 49.944 11.314
 50.053 11.097
 50.083 11.095
 50.485 11.394
 49.792  9.932
 49.560 10.047
 49.917  9.882
 50.038  8.661
 51.224  6.773
 52.257  9.773
 52.558 13.390
 51.090 13.798
 48.729  8.601
 49.645  9.881
 49.699  9.844
 50.120  9.965
 50.297 10.235
 50.121 10.187
 50.433 10.309
 50.318  9.971
 50.149 10.064
 50.008  9.771
 49.964  9.678
 50.626 10.481
 50.620 10.443
 50.713 10.218
 50.602 10.974
 50.558 10.740
 50.776 10.535
 50.579 10.279
 50.506 10.617
 50.505 10.617
 50.505 10.821
 50.746 10.758
 51.629 10.817
 51.102 10.254
 50.793 10.524
 50.868 10.492
 51.111 10.651
 51.211 10.331
 52.041 10.065
 51.869  9.552
 50.141 10.785
 49.682 10.120
 49.706  9.231
 49.780  9.367
 49.724  9.367
 49.696  9.359
 50.409  7.164
 50.376  7.208
 49.745  9.623
 49.714  9.998
 48.802  9.236
 48.848  8.866
 48.901  8.789
 48.681  8.114
 47.725  7.770
 49.681  9.867
 49.526  7.363
 51.370 12.867
 51.152 14.432
 48.789  9.217
 48.564  8.834
 49.219  8.873
 49.207  8.861
 48.792 10.693
 50.381 11.190
 49.795  9.758
 50.104 10.686
 50.961 14.013
 51.288 11.578
 50.127 10.795
 50.151 10.892
 50.036 10.681
 49.989 10.578
 50.182  9.778
 49.260 10.806
 52.157 11.180
 50.715 10.121
 50.857 10.727
 50.820 10.688
 50.648 11.871
 50.627 11.854
 50.644 11.903
 50.394 11.629
 50.632 11.410
 50.569 12.637
 51.176  9.230
 50.553  8.781
 52.323  8.012
 50.896  7.652
 50.045  6.966
 50.552  7.841
 50.523  7.746
 50.411  7.163
 49.712  8.699
 49.345  8.690
 48.941  9.356
 48.726  9.309
 48.918 11.212
 48.887 10.988
 47.601 10.408
 50.762 12.862
 48.755 10.235
 50.053 11.678
 50.136 11.572
 50.071 10.308
 51.190 11.393
 51.247 13.686
 51.312 14.753
 50.718 13.201
 50.758 13.639
 50.442 13.016
 50.941  7.722
 51.038  7.369
 51.033  7.394
 50.204  6.523
 50.288  8.009
 51.345  7.869
 51.574  8.289
 48.750  8.933
 48.553  9.097
 48.859 10.363
 48.906 11.153
 48.870 10.730
 48.918 10.900
 48.383  9.729
 49.725 11.723
 49.592 11.472
 49.670 12.257
 49.827 11.452
 49.655  9.854
 49.642  9.807
 49.594  9.828
 49.222 12.772
 51.733 11.348
 50.900 10.304
 51.183 10.385
 50.920 10.765
 48.897 11.005
 48.480  8.498
 52.319  8.019
 51.210 10.331
 51.306 10.821
 50.928 10.152
 49.650  7.960
 49.330 10.129
 49.740  9.328
 50.120 11.858
 49.990 11.991
 51.659  9.948
 51.819 10.080
 48.192 11.870
 50.626 12.549
 48.951 11.420
 49.450  8.166
 49.392  6.628
 48.963 11.244
 49.655  9.854
 48.929 11.918
 50.145 11.950
 48.645 13.603
 52.708 14.038
 48.260  9.010
 48.892 11.195
 48.951 13.208
 50.974 13.013
 51.559  8.328
 51.876 11.611
 51.412  8.685
 49.907 12.177
 49.849 12.062
 51.336  9.380
 52.148 11.649
 48.894 11.196
 52.256  9.179
 49.313 10.910
 51.444  8.346
 49.730 10.007
 51.131 12.224
 50.655 13.241
 51.058 10.357
 50.948 11.249
 49.067  8.976
 50.596 12.725
 48.376  8.772
 48.227  8.444
 48.179  9.213
 48.366  8.794
 49.843  6.634
 48.066  7.850
 50.329  7.225
 50.375  7.279
 49.783  9.451
 49.657  9.851
 48.994 10.999
 49.986 10.667
 49.722 10.019
 49.657  9.851
 49.642  9.781
 51.457  8.415
 50.165  8.779
 51.575  9.753
 51.326  9.337
 51.110  9.425
 48.331  9.884
 49.684  9.398
 49.582  9.307
 51.285 12.939
 48.935 10.884
 49.733 10.010
 48.245  7.848
 51.076 14.238
 50.608  7.303
 50.667  7.958
 50.598  7.916
 50.693  7.846
 50.510  8.023
 50.511  7.978
 50.551  8.334
 50.780  7.613
 50.781  8.415
 50.830  8.508
 47.712 12.139
 47.644 12.874
 48.911 10.859
 50.388 11.351
 49.612 11.509
 50.252 11.972
 50.362 11.671
 49.013 12.976
 49.005 11.829
 50.369 11.761
 50.026 11.943
 49.752  9.702
 51.166 10.252
 50.866 11.420
 50.520 12.634
 52.135  9.664
 49.974 11.023
 49.489 11.547
 49.274 11.643
 49.360 11.478
 49.335 11.545
 49.601 11.359
 48.821 10.469
 48.746 10.605
 48.895 10.940
 48.878 11.009
