GS    1999 0101035546.90   52.488-034.484 10.0G      4.6           
GS    1999 0101040810.80  -15.098-173.809 33.0N      4.5           
GS    1999 0101041323.50   16.263-105.030 33.0N      4.5           
GS    1999 0101041431.00   56.123-157.998 74.0       4.7           
GS    1999 0101071153.60  -43.017-082.446 10.0G      4.7        4.5
GS    1999 0101083641.70  -20.295-174.058 33.0N      4.6           
GS    1999 0101092808.70   79.993-111.355 10.0G      5.2        4.3
GS    1999 0101110037.30   04.069 126.796 33.0N      4.6           
GS    1999 0101125128.80   00.026 127.576166.0*      4.5           
GS    1999 0101142829.70   35.057 025.393 33.0N      4.5           
GS    1999 0101154603.40   36.174 141.659 33.0N      4.5           
GS    1999 0101162030.90   36.139 141.636 33.0N      5.1        4.8
GS    1999 0101164301.10   36.181 141.738 33.0N      4.5           
GS    1999 0101183030.20   36.208 141.685 33.0N      4.5           
GS    1999 0101193607.30  -30.493-178.607 33.0N      4.7           
GS    1999 0101220841.70   36.155 141.636 33.0N      4.7           
GS    1999 0102042720.80  -10.166 124.158 45.0*      5.1        4.3
GS    1999 0102175508.10   27.277 101.050 41.0*      4.5           
GS    1999 0102180044.70  -21.059-068.005172.0?      4.6           
GS    1999 0102192706.60  -15.916 168.085226.0D      5.2           
GS    1999 0103070019.70  -41.042 174.408 62.0       5.3           
GS    1999 0103075053.80  -11.824 166.824204.0D      4.7           
GS    1999 0103102125.70  -08.730 123.295130.0*      4.8           
GS    1999 0103201415.20  -18.088-177.981500.0G      4.5           
GS    1999 0104011924.20   14.221-091.836 91.0       4.8           
GS    1999 0104045030.80   32.241 140.941 59.0*      4.8           
GS    1999 0104084344.30   07.326-078.073 33.0N      5.1        4.9
GS    1999 0104095007.90  -02.782 068.096 10.0G      4.7           
GS    1999 0104111331.40  -00.669 135.519 33.0N      5.0           
GS    1999 0104121638.40  -02.754 068.058 10.0G      5.2        4.8
GS    1999 0104133337.30   05.455 126.827 33.0N      4.8           
GS    1999 0105083246.80  -18.502-174.067 33.0N      5.3        5.5
GS    1999 0105101201.40   51.477 176.918 33.0N      5.0        4.9
GS    1999 0105114803.30  -01.132 099.868 33.0N      4.8           
GS    1999 0105134935.70   14.604-091.136200.0G      4.6           
GS    1999 0105155044.20   20.806-074.774 10.0G      4.9        4.4
GS    1999 0105155632.40   30.521 130.680 66.0D      4.6           
GS    1999 0105181023.80  -59.617-026.018 33.0N      4.9        4.6
GS    1999 0105182740.40   06.018 037.513 10.0G      4.7        4.1
GS    1999 0105212656.40   20.814-074.797 10.0G      4.7        4.3
GS    1999 0105224939.40   09.172 126.615 33.0N      4.7           
GS    1999 0105235306.20  -15.203-172.178 33.0N      4.9           
GS    1999 0106073855.20  -04.759 153.915100.0G      4.5           
GS    1999 0106074350.70  -05.317 102.370 46.0D      4.6           
GS    1999 0106115751.00  -05.277 146.204149.0       4.6           
GS    1999 0106130909.20   49.719 155.869 52.0D      4.7           
GS    1999 0106171027.60   05.621 125.852100.0G      5.4           
GS    1999 0107034446.40  -17.707-178.909603.0?      5.0           
GS    1999 0107051238.30   62.374-025.638 10.0G      4.5           
GS    1999 0107051651.40  -05.171 141.655 33.0N      5.1        4.2
GS    1999 0107082901.70   51.705 159.661 33.0N      4.6           
GS    1999 0107083451.70   51.751 159.616 33.0N      4.5           
GS    1999 0107085817.80   43.545 146.684 33.0N      4.5           
GS    1999 0107113807.90   43.827 148.233 56.0D      5.0           
GS    1999 0107114151.10   37.270 070.129 33.0N      4.5           
GS    1999 0107131431.10  -50.003 115.077 10.0G      4.7           
GS    1999 0107181341.40   67.768 141.306 33.0N      5.4        4.8
GS    1999 0107215344.30  -02.941 127.938 33.0N      4.6           
GS    1999 0107221607.50  -20.480-173.988 33.0N      4.9        4.7
GS    1999 0107232436.90   26.157 126.627 90.0D      4.5           
