      1990  219163955.61   -6.594 129.297208.5       5.300
      1990  219164633.22  -16.238-173.949 33.0       5.400
      1990  219185916.05   31.028 -41.343 10.0       5.000
      1990  219213330.25  -16.330-178.357454.3       5.000
      1990  220 65339.64   34.694 139.351 13.2       6.100
      1990  220 91522.68   46.935 154.016 33.0       5.500
      1990  220103955.71   18.219  94.823 33.0       5.000
      1990  22011 751.83    0.898 127.345192.0       5.200
      1990  220181756.02  -21.541 170.467158.6       5.300
      1990  2201848 4.03  -25.423-116.166 10.0       5.400
      1990  221182015.34   16.875 -62.338116.8       5.800
      1990  221203953.04   52.158 174.389 33.0       5.000
      1990  222 74734.33  -15.355 166.185 33.0       5.000
      1990  222125146.65    5.591  94.353 81.5       5.000
      1990  222131156.52  -21.703-179.392579.1       5.200
      1990  222133313.73   29.077  89.946 33.0       5.000
      1990  222164432.05  -24.615 -68.841100.9       5.300
      1990  222165150.45  -11.508  66.343 10.0       5.800
      1990  222185945.30   11.599 -86.719 31.4       5.200
      1990  223 45439.90    8.016 126.764 67.7       5.000
      1990  223154015.94    7.382  94.515 33.0       5.300
      1990  223174527.63  -17.809-178.540542.7       5.000
      1990  224191315.49  -15.280-175.453 33.0       5.700
      1990  225 3 816.72  -10.571 165.193 33.0       5.600
      1990  2252251 8.81  -18.109 -69.299141.1       5.600
      1990  226181359.37   -9.661 149.861 33.0       5.300
      1990  226182125.62   29.786  67.510 13.7       5.400
      1990  226182911.28  -26.717-114.721 10.0       5.300
      1990  22619 635.29  -26.732-114.844 10.0       5.700
      1990  227 92855.09  -17.129 -64.219611.2       5.500
      1990  227201535.41   -1.843 129.070 33.0       5.000
      1990  227214956.22   52.147-166.852 33.0       5.300
      1990  228161021.49    9.043 126.770 52.3       5.100
      1990  22818 126.26  -15.552 166.115 30.2       5.000
      1990  22820 529.15  -13.865  34.031 10.0       5.200
      1990  228234336.00   34.140-117.688 10.0       5.500
      1990  3 1 22324.02   53.310 160.142 33.0       5.500
      1990  3 1 73521.66   51.179-175.030 33.0       5.000
      1990  3 1132534.71   52.090-176.012 48.0       5.300
      1990  3 116 6 0.43   -7.981 120.985 33.0       5.500
      1990  3 12055 6.27   16.725 -60.973 46.6       5.300
      1990  3 1214056.62   30.594 131.019 36.6       5.200
      1990  3 1225643.45  -13.902  33.992 10.0       5.200
      1990  3 2 73538.15  -17.925-178.758637.1       5.000
      1990  3 222 626.67  -21.336-174.537 33.0       5.500
      1990  3 3 51133.36   32.063 139.793141.6       5.300
      1990  3 3 84144.41   16.188 -94.269 87.6       5.400
      1990  3 3121626.95  -22.041 175.156 33.0       6.400
      1990  3 3123458.47  -21.508 175.888 33.0       5.700
      1990  3 3124422.54  -22.341 174.148 33.0       6.300
      1990  3 3183250.70  -21.671 175.332 33.0       5.300
      1990  3 31929 1.67  -21.779 175.652 33.0       5.100
      1990  3 4 63530.36    7.857 135.769 33.0       5.000
      1990  3 4172146.17  -15.357 167.820 33.0       5.500
      1990  3 4194622.10   28.872  66.349 28.3       5.700
      1990  3 5 613 6.91   20.705 143.888 22.1       5.100
      1990  3 5155714.87   -5.004 146.568179.9       5.000
      1990  3 5163815.03  -18.134 167.949 33.0       5.600
      1990  3 5171039.40  -18.268 167.994 33.0       5.300
      1990  3 52047 3.54   36.850  73.009 33.0       5.800
      1990  3 5205116.86   36.810  73.067 33.0       5.800
      1990  3 5205523.99   29.240 141.799 33.0       5.200
      1990  3 521 2 6.09   35.215 135.321 33.0       5.100
      1990  3 523 423.70   36.743  72.974 33.0       5.000
      1990  3 6122447.85  -20.249-178.082598.9       5.000
      1990  3 6133059.13  -11.298 117.488 33.0       5.600
      1990  3 61525 4.10  -11.038 119.460 33.0       5.000
      1990  3 618 7 6.19   36.882  73.104 33.0       5.000
      1990  3 6213951.36   36.865  73.088 33.0       5.200
      1990  3 6232847.69  -21.398 176.091 33.0       5.100
      1990  3 7 21617.68    3.508 126.719 79.5       5.500
      1990  3 713 030.19  -21.973 175.245 33.0       5.100
      1990  3 71822 3.42  -17.331  66.639 10.0       5.200
      1990  3 8 7 846.44   11.668 141.072 78.6       5.400
      1990  3 8 94744.30   58.485-153.102 62.2       6.000
      1990  3 8 94846.92  -19.496 169.242167.2       5.500
      1990  3 8101513.93  -18.237 168.378 33.0       5.100
      1990  3 81857 1.73   25.559  96.620 33.0       4.900
      1990  3 91234 0.70   60.417-152.607 92.4       5.200
      1990  310 211 0.80   60.454-152.520 97.3       5.000
      1990  310 33126.67  -21.819 170.372100.0       5.000
      1990  3101015 3.95   50.901 157.260 50.7       5.700
      1990  31016 0 0.08   37.113-116.055  0.0       5.100
      1990  311 05531.04  -37.203  78.165 10.0       5.000
      1990  311222049.99  -20.583 168.210 38.2       5.300
      1990  311224635.04   33.434 138.636 26.4       5.200
      1990  312125951.24  -48.048 165.450 33.0       5.300
      1990  312133255.39   -3.171 128.862 28.4       5.300
      1990  312144121.91   51.391-174.967 33.0       6.100
      1990  312144720.95   51.389-175.033 33.0       5.200
      1990  31215 632.23   51.498-174.941 33.0       5.100
      1990  312231815.20  -13.200 166.902161.7       5.100
      1990  313 0 252.60   23.965 144.988 29.6       5.200
      1990  313 03258.96   73.314 134.955 16.4       5.400
      1990  313 04230.19   -6.357-107.479 10.0       4.600
      1990  313 1 450.23  -16.716-172.390 33.0       5.100
      1990  313133039.70  -47.895 165.760 33.0       5.100
      1990  313194034.40   -3.421 -76.908117.2       5.800
      1990  31323 530.40   -4.078  39.897 18.4       5.500
      1990  314 33318.65   10.261 -59.947 47.4       5.400
      1990  314 34449.16    4.595 122.617639.5       5.600
      1990  315 45634.52  -15.151 167.249131.4       5.500
      1990  315 61230.83  -24.412-177.417 33.0       5.200
      1990  315221923.77    5.446 126.992 33.0       5.000
      1990  316 63211.68    4.546 -31.401 10.0       5.100
      1990  316 63657.22    5.837 -32.929 10.0       4.700
      1990  316155244.20   24.928-109.102 19.7       5.400
      1990  316163346.10   23.767 123.370 33.0       5.200
      1990  317 2 1 7.66   -7.463 129.668 97.2       5.000
      1990  317122013.27   -4.379 144.033110.9       5.400
      1990  3171613 0.10   28.473 143.641 65.8       5.100
      1990  318164855.38    6.196 125.492 33.0       5.000
      1990  3182230 7.46  -48.668 106.994 10.0       5.200
      1990  318231929.01  -20.448  66.761 20.0       5.800
      1990  319 45944.27  -24.886 -68.686123.9       5.000
      1990  319 723 5.46   -8.262 121.475 33.0       5.000
      1990  31922 840.28   -5.606 149.409151.4       5.100
      1990  320 11220.22   27.206 141.564 50.4       5.900
      1990  320 75157.15   15.806 -46.804 17.5       5.000
      1990  320171140.08   -5.560 129.620 33.0       5.000
      1990  320185522.37  -45.833  96.315 10.0       5.100
      1990  32022 451.98   29.455 131.592 60.3       5.600
      1990  3211646 6.64  -31.118-179.210153.2       6.000
      1990  3211851 9.78   10.805 -65.411 23.4       5.300
      1990  32122 556.95   -5.535 151.973 71.6       5.200
      1990  322 0 014.40  -36.690 177.275201.6       5.800
      1990  322 21150.76   -8.421 158.878114.8       5.300
      1990  323 75657.37   -5.720 149.105153.9       5.000
      1990  323114327.88  -60.017 -26.550 33.0       5.000
      1990  323133537.00  -49.223 122.445 10.0       5.000
      1990  32314 715.18   16.117 -96.266 62.3       5.200
      1990  3231439 4.41  -45.527  96.096 10.0       5.000
      1990  32321 6 3.78   43.765 147.696 37.8       5.200
      1990  324 7 552.82  -47.935 164.791 33.0       5.400
      1990  324172018.49  -16.255-173.018 33.0       5.400
      1990  325 11043.39  -32.849-178.572 33.0       5.100
      1990  325 62222.38    7.891 127.435 69.9       5.000
      1990  3251316 5.59    9.716 -84.924 20.0       5.800
      1990  325132254.99    9.889 -84.885 19.4       6.300
      1990  325141718.64   37.016  72.959 31.9       6.000
      1990  325151040.37   36.987  73.108 33.0       5.200
      1990  325154636.41   36.944  73.054 33.0       5.400
      1990  325172827.45   37.184  72.907 33.0       5.000
      1990  325213524.71    9.647 -84.665 41.8       5.500
      1990  326 52430.98  -26.665 -70.736 29.6       5.100
      1990  326 55821.03  -26.702 -70.812 21.6       5.100
      1990  32622 857.09   44.497 148.779 33.0       5.100
      1990  326224717.00    9.249 125.552 40.4       5.600
      1990  327 02034.19  -14.770 167.755 33.0       5.400
      1990  327145219.14    9.513 -84.787 34.5       5.100
      1990  32720 416.05   -5.295 145.820 79.6       5.400
      1990  328 12041.54  -21.843 175.193 10.0       5.200
      1990  328142725.25   -5.623 149.384187.2       5.200
      1990  328195019.60  -16.080-173.200 33.0       5.400
      1990  329 1 154.09  -49.021 109.221 10.0       5.000
      1990  329 14224.41  -20.916-175.939 33.0       5.100
      1990  329 434 4.12   45.256 150.187 51.2       5.200
      1990  329141545.42   16.551 145.836 28.1       5.300
      1990  329161915.24   39.372  73.309 22.3       5.400
      1990  330 042 7.47   20.176 122.026128.1       5.500
      1990  330 25357.74   16.513 145.977 21.7       5.300
      1990  330 74334.91   16.519 145.952 33.0       5.100
      1990  33015 728.21   16.289 146.012 33.0       5.000
      1990  331 85454.95  -23.643-115.118 10.0       5.000
      1990  33114 8 3.10   16.472 145.703 33.0       5.000
      1990  331165451.92  -15.673 167.643 33.0       5.000
      1990  331193144.25   42.805 146.970 34.2       5.900
      1990  331205533.70   42.934 146.944 39.4       4.600
      1990  331211232.91   42.729 147.096 29.0       5.000
      1990  4 1 04651.01   35.751  70.803 95.7       5.000
      1990  4 11613 5.41   24.360 141.186208.0       5.400
      1990  4 2 556 9.07  -30.235-177.946 33.0       5.000
      1990  4 2135634.61  -32.574 -71.970 38.9       5.500
      1990  4 2144147.52   49.270 156.560 33.0       4.700
      1990  4 3 73327.05   -5.892 147.686 98.8       5.800
      1990  4 320 436.19  -22.295 174.215 33.0       5.200
      1990  4 322 237.34   43.426  17.344 10.0       5.100
      1990  4 32257 0.62   11.397 -86.388 52.5       5.900
      1990  4 3231214.55   11.423 -86.410 64.5       5.400
      1990  4 4 41925.59   11.482 -86.554 67.5       5.400
      1990  4 4 540 8.88  -21.628-173.931 36.3       5.400
      1990  4 4 547 6.44  -16.275 -73.299 56.3       5.600
      1990  4 4 637 4.17  -17.750-178.882576.9       5.000
      1990  4 4 9 726.76   -0.676 122.603 33.0       5.100
      1990  4 41348 5.70  -55.413 -27.515 10.0       5.300
      1990  4 4195148.09   -4.785 151.605 23.7       5.000
      1990  4 5 02114.87   23.541 121.692 33.0       5.100
      1990  4 5 45052.09  -56.688 147.204 10.0       5.100
      1990  4 5192044.40   -2.944  35.951 10.0       5.200
      1990  4 5211238.73   15.226 147.529 32.0       6.500
      1990  4 5212231.61   15.389 147.552 33.0       5.300
      1990  4 5215712.71   15.480 147.786 33.0       5.100
      1990  4 5225259.83   15.558 147.536 46.0       5.500
      1990  4 5232338.71   15.576 147.572 33.0       5.000
      1990  4 5232617.68   15.498 147.656 38.8       5.200
      1990  4 52330 1.46   14.660 147.003 33.0       5.100
      1990  4 5233337.27   15.445 147.731 35.5       5.300
      1990  4 5235857.30   15.582 147.667 33.0       5.100
      1990  4 6 0 226.74   15.183 147.554 36.0       5.100
      1990  4 6 13726.18   15.660 147.652 24.3       5.000
      1990  4 6 240 1.53   15.515 147.604 36.6       5.300
      1990  4 6 347 5.86   15.108 147.734 33.0       5.000
      1990  4 6 35641.97   15.260 147.622 33.0       5.200
      1990  4 6 439 8.87   15.244 147.493 37.5       5.100
      1990  4 6 44234.89   15.104 147.603 33.0       5.500
      1990  4 6 5 8 0.76   15.102 147.600 33.0       5.000
      1990  4 6 53120.28   15.324 147.303 33.0       5.000
      1990  4 6 543 5.53  -41.137  80.869 10.0       5.700
      1990  4 6 54744.14   -6.851 105.220 33.0       5.300
      1990  4 6 6 9 1.89  -15.451-172.005 33.0       5.300
      1990  4 6 61742.98   15.729 147.324 33.0       4.700
      1990  4 6 63011.16   15.441 147.595 33.0       5.200
      1990  4 6 73330.37   15.543 147.582 41.4       5.200
      1990  4 6 752 1.02  -60.508 -25.486 33.0       5.700
      1990  4 6143145.96  -21.781-174.159 33.0       5.800
      1990  4 6145722.66   15.208 147.560 33.0       5.800
      1990  4 6163138.97  -25.848-176.119 65.8       5.500
      1990  4 6223844.79   15.054 147.536 33.7       5.300
      1990  4 6234258.95  -25.752-175.942 33.0       5.100
      1990  4 7 24434.17  -25.588-176.110 33.0       5.400
      1990  4 71826 0.91  -18.059 168.036 76.5       5.100
      1990  4 72011 1.98   56.139-153.857 33.0       5.200
      1990  4 72235 2.52   26.771 127.664 33.0       5.100
      1990  4 8 43427.62   36.269 141.941 24.2       5.100
      1990  4 8 92619.41   45.218 148.675 80.0       5.100
      1990  4 8 94616.67  -17.575-179.055549.1       5.000
      1990  4 8191351.29   30.090  99.305 10.0       5.400
      1990  4 9 6 011.86   15.643 147.580 33.0       5.000
      1990  4 9 93115.06  -25.659-176.100 56.2       5.800
      1990  4 9 94531.25  -21.415 -68.460130.9       5.000
      1990  4 9131523.75  -26.107-175.928 33.0       5.100
      1990  410 55055.86   -6.672 127.447 81.6       5.400
      1990  410 64245.31   14.952 146.529 33.0       5.000
      1990  410162959.96   37.040  71.464 33.0       5.000
      1990  410224443.06  -10.572 109.572 33.0       5.400
      1990  411 75337.78   42.548 144.039 72.0       5.600
      1990  411131020.04  -30.647-177.751 47.6       5.400
      1990  411205112.76   35.453 135.484369.0       5.700
      1990  413 81557.43  -17.403-178.750552.8       5.000
      1990  4131417 4.14   -7.191 106.677 33.0       5.000
      1990  4132247 4.21   -6.781 130.399 91.5       5.100
      1990  414 52949.38    7.987 126.673 62.3       5.400
      1990  414 53933.74    8.129 126.907 33.0       4.900
      1990  414 8 013.95   27.275 139.904458.6       5.600
      1990  4152244 7.11   24.384 122.021 33.0       5.300
      1990  4161548 1.00   11.892 143.225 33.0       5.200
      1990  416191851.52   -2.164 141.517 29.1       5.100
      1990  416223711.93  -14.780 167.223118.5       5.500
