PDE-W 2002 1201022755.18  -35.15  179.98  33         5.90 MwGS    ...G .......
PDE-W 2002 1201075601.22  -16.08 -172.96  33         6.00 MwGS    ...G .......
PDE-W 2002 1201143723.03  -11.24  117.26  19         5.60 mb GS   3F.G .......
PDE-W 2002 1202045855.19   37.75   21.09  10         5.60 MwHRV   .C.G ......S
PDE-W 2002 1202134210.38    1.51  126.39  10         6.00 MwHRV   ...G .......
PDE-W 2002 1203201354.74  -17.82 -178.82 568         5.60 MwGS    ...G .......
PDE-W 2002 1204113053.78   19.38   94.51  53         5.70 MwHRV   ...G .......
PDE-W 2002 1205111430.58   -6.47  153.43  53         5.60 MwGS    ...G .......
PDE-W 2002 1210012833.67  -50.03 -114.12  10         6.00 MwGS    ...G .......
PDE-W 2002 1210042754.60  -24.14  179.24 530         6.10 MwGS    ...G .......
PDE-W 2002 1210210219.90   34.30  141.60  10         5.70 Ms GS   ...G .......
PDE-W 2002 1211034940.19   -3.81  135.12  10         6.30 MwGS    4F.G .......
PDE-W 2002 1211100031.16   -3.74  135.23  10         5.90 MwHRV   3F.G .......
PDE-W 2002 1212083042.77   -4.79  153.27  34         6.70 Ms GS   .FFG .......
PDE-W 2002 1212101942.69   -7.82  156.22  55         5.50 mb GS   .... .......
PDE-W 2002 1212224405.32  -41.85  -83.56  10         5.60 mb GS   ...G .......
PDE-W 2002 1214132729.10   39.74   97.44  22         5.60 mb GS   .C.G .......
PDE-W 2002 1216161331.61  -16.20 -174.14 115         5.60 MwGS    ...G .......
PDE-W 2002 1217043253.07  -56.95  -24.83  10         6.30 Ms GS   ...G .......
PDE-W 2002 1217160912.25   -7.00  125.41 493         5.80 MwGS    ...G .......
PDE-W 2002 1218141221.75  -57.09  -24.98  10         6.20 MwHRV   ...G .......
PDE-W 2002 1219034245.84    0.91  126.27  33         5.60 MwHRV   ...G .......
PDE-W 2002 1220141442.05   -3.08  147.94  33         6.40 Ms GS   ...G .......
PDE-W 2002 1221174113.54    4.98  123.16 602         5.70 MwGS    ...G .......
PDE-W 2002 1223134611.36   16.96  -85.58  33         6.00 MwGS    .F.G .......
PDE-W 2002 1224124845.78   47.72  154.60  33         5.70 mb GS   ...G .......
PDE-W 2002 1224144307.07   50.01  156.16  67         5.50 mb GS   ...G .......
PDE-W 2002 1225125703.20   39.57   75.25  10         5.70 MwGS    .D.G ......S
PDE-W 2002 1225191342.74   35.70   69.87  90         5.50 MwHRV   .D.G .......
PDE-W 2002 1227132836.32    4.11   97.72 138         5.70 mb GS   ...G .......
PDE-W 2002 1228032043.60  -18.25 -178.53 626         5.90 MwGS    ...G .......
PDE-W 2002 1228093608.48   51.43 -168.53  10         5.80 mb GS   ...G .......
PDE-W 2002 1229065628.26   -3.80  141.24  46         5.50 MwGS    ...G .......
PDE-W 2002 1230044908.69    7.47  123.41  10         6.30 MwHRV   5F.G .......
