ISC   1978  1 1 74015.31   45.691  26.512141.8       5.027                0X    0
ISC   1978  1 1105056.20  -31.140 -67.882 17.2       5.150                0X    0
GS    1978  1 1105058.30  -31.115 -67.718 35.0       5.100                0X    0
GS    1978  1 113 718.60  -14.592 167.129133.0       5.100                0X    0
GS    1978  1 2 51949.10   -7.262 128.757 78.0       5.200                0X    0
ISC   1978  1 2 51958.59   -7.536 128.840171.3       5.010                0X    0
GS    1978  1 2 63127.50   41.540  44.244 10.0       5.3005.1Z            0X    0
GS    1978  1 2 711 6.50  -18.951 169.349249.0       5.300                0X    0
GS    1978  1 2 82740.50  -38.137 -71.096126.0       5.500                0X    0
GS    1978  1 216 213.70   18.953 144.783 20.0       5.100                0X    0
GS    1978  1 2201552.20  -29.390-176.628 33.0N      5.2005.0Z            0X    0
GS    1978  1 2205738.20   51.103-178.146 33.0N      5.100                0X    0
GS    1978  1 3 110 4.80  -31.551 -67.829 40.0       5.200                0X    0
GS    1978  1 3 13514.50  -17.353-178.550520.0G      5.100                0X    0
ISC   1978  1 3 13516.91  -17.508-178.497553.1       5.121                0X    0
ISC   1978  1 3 13646.77  -12.869-175.945 33.0A      5.050                0X    0
ISC   1978  1 3 631 5.12  -31.265 -67.831 38.5       5.011                0X    0
GS    1978  1 3 75245.60  -17.095 -71.816 65.0       5.100                0X    0
GS    1978  1 3141329.70*  -8.466 119.753143.0       5.300                0X    0
GS    1978  1 3201651.70  -24.101 -66.850195.0       5.000                0X    0
GS    1978  1 4 05725.70   42.593 142.116103.0       5.000                0X    0
GS    1978  1 4 93931.80   -6.071 147.274 51.0       5.400                0X    0
GS    1978  1 4131920.90  -25.562 -70.970 24.0       5.600                0X    0
GS    1978  1 41452 9.30   85.738 -23.828 33.0N      5.000                0X    0
GS    1978  1 4225215.90    9.508 -84.125 68.0       5.000                0X    0
GS    1978  1 5 32326.10  -20.825-126.913 33.0N      5.500                0X    0
GS    1978  1 5 32639.10   29.638  68.757 33.0N      5.000                0X    0
ISC   1978  1 5155655.13  -18.090-172.048 33.0A      5.230                0X    0
GS    1978  1 5155655.30  -18.609-172.139 33.0N      5.200                0X    0
GS    1978  1 5164235.40  -58.441 -16.141 33.0N      5.000                0X    0
GS    1978  1 517 730.50   25.641 143.085 33.0N      5.000                0X    0
GS    1978  1 6 44122.20   18.793 121.895 33.0N      5.8006.0Z  6.00UKPA  0X    0
GS    1978  1 6 7 843.80   51.775-176.010 63.0       5.300                0X    0
GS    1978  1 6 73220.40  -11.273 118.236 33.0N      5.300                0X    0
GS    1978  1 6 75545.90*   8.497 125.954 66.0       5.000                0X    0
GS    1978  1 6194219.60   41.475 142.009 66.0       5.100                0X    0
GS    1978  1 7 31920.30   -5.487 152.617 33.0N      5.200                0X    0
GS    1978  1 7 33819.60  -60.224 -49.013 33.0N      5.200                0X    0
GS    1978  1 7 84850.00    6.148 126.791 86.0       5.200                0X    0
GS    1978  1 7 91636.20  -10.684 118.914 33.0N      5.200                0X    0
GS    1978  1 7134418.50   -4.981 102.489 33.0N      5.100                0X    0
ISC   1978  1 7134420.80   -4.804 102.586 45.4       5.112                0X    0
GS    1978  1 7193240.20* -15.833-175.079311.0       5.100                0X    0
GS    1978  1 8 05642.40    6.019 -77.544 33.0N      5.000                0X    0
GS    1978  1 8 63152.80  -12.094  34.270 33.0N      5.100                0X    0
GS    1978  1 8 63258.70   24.759  95.172100.0       5.100                0X    0
GS    1978  1 8 95530.50    4.684 126.576 79.0       5.000                0X    0
GS    1978  1 8124910.80  -18.242-175.200288.0       5.000                0X    0
GS    1978  1 8184128.50   -8.060 127.581 26.0       5.400                0X    0
GS    1978  1 8223058.80   -4.215 102.821 94.0       5.300                0X    0
ISC   1978  1 9 05013.08   46.526 152.591 33.0A      5.510                0X    0
GS    1978  1 9135934.00   -8.480 123.811165.0       5.300                0X    0
GS    1978  1 9145918.00    0.981 126.153 56.0       5.200                0X    0
GS    1978  1 9201234.20  -17.965 168.444126.0       5.000                0X    0
GS    1978  1 9215412.80   -6.294 129.704168.0       5.200                0X    0
GS    1978  110 05017.10   46.825 152.270 61.0D      5.600                3B  926
ISC   1978  110 12337.53   13.790 -91.589 33.0A      4.7405.0  1          0X    0
GS    1978  110101947.60  -23.740 179.821620.0       5.100                0X    0
ISC   1978  110123623.54   32.444  48.074 49.7       5.180                0X    0
GS    1978  11020 833.80    3.301 -73.441 44.0       5.100                0X    0
GS    1978  111 1 128.70*   6.748 122.231 60.0       5.000                0X    0
GS    1978  111 81012.40   29.969 138.745410.0D      5.300                0X    0
GS    1978  11120 524.20   18.804-107.140 33.0N      5.4004.9Z  5.00UKBR  0X    0
ISC   1978  11120 529.10   18.962-107.062 72.1       5.3124.9  4          0X    0
GS    1978  111202656.10   42.978 145.367 54.0       5.400                0X    0
GS    1978  11218 5 3.80  -17.532-172.115 23.0       5.2004.6Z            0X    0
ISC   1978  11218 5 4.59  -17.230-172.140 23.0A      5.2264.6  3          0X    0
GS    1978  112213422.60   -6.070 147.241 50.0       5.300                0X    0
GS    1978  113 121 0.50  -27.540 -65.716 33.0N      5.2004.2Z            0X    0
