PDE   2000 0101055819.78  -60.72  153.67  10         6.00
PDE   2000 0102121439.09  -17.94 -178.48 582         5.50
PDE   2000 0102125842.30   51.45 -175.56  33         5.80
PDE   2000 0102151632.28  -20.77 -174.24  33         5.80
PDE   2000 0105073219.18  -20.96 -174.10  33         5.60
PDE   2000 0105074040.73  -11.37  165.38  33         6.10
PDE   2000 0105084140.13  -11.46  165.41  33         5.50
PDE   2000 0105094518.71   32.22   92.70  33         5.50
PDE   2000 0105175511.44  -56.10  -58.44  10         5.60
PDE   2000 0105182607.52   -9.19  109.59  33         5.80
PDE   2000 0106104225      58.04 -136.87   1         6.20
PDE   2000 0106213106.22   16.09  119.48  33         6.20
PDE   2000 0107233720.15  -54.33  -55.13  10         5.50
PDE   2000 0108011946.66   -9.81  159.81  33         6.40
PDE   2000 0108034454.32   -6.75  105.65  61         5.60
PDE   2000 0108115921.84  -23.17  -70.12  36         6.40
PDE   2000 0108164720.58  -16.92 -174.25 183         7.20
PDE   2000 0109104830.56   -2.48  140.35  10         5.50
PDE   2000 0109215440.49  -18.82  174.37  33         6.90
PDE   2000 0110164042.24   27.35  139.98 453         5.70
PDE   2000 0113200714.44  -17.61 -178.74 535         6.20
PDE   2000 0114184444.50  -15.28 -173.52  33         5.50
PDE   2000 0114220904.88   25.59  101.16  33         5.50
PDE   2000 0114233707.87   25.61  101.06  33         5.90
PDE   2000 0115020400.89   -6.34  148.43  72         5.80
PDE   2000 0115124945.07  -21.22 -179.26 632         6.00
PDE   2000 0116150040.84  -30.24 -178.13  33         5.90
PDE   2000 0116231942.62  -11.66  166.32  39         5.70
PDE   2000 0117000400.54  -11.59  166.30  33         5.80
PDE   2000 0117122005.25    6.78  -71.97  33         5.90
PDE   2000 0117211804.91  -14.51 -177.60  33         5.80
PDE   2000 0118013136.17  -14.32 -177.68  33         5.50
PDE   2000 0119070933.58   36.37   70.38 206         6.00
PDE   2000 0120005923.71  -28.23 -176.56  33         5.80
PDE   2000 0120055434.23   -6.26  147.55  33         5.50
PDE   2000 0120061302.66   56.62 -161.87 220         6.00
PDE   2000 0120094147.34   43.65 -127.26  10         6.40
PDE   2000 0121031200.25   13.15  125.75  33         5.70
PDE   2000 0121050410.61  -59.29  -17.22  10         5.80
PDE   2000 0122211431.76  -17.66   66.86  10         5.50
PDE   2000 0123060824.92   -7.97  120.61  46         5.90
PDE   2000 0123074004.90   30.24  130.77  42         5.50
PDE   2000 0123080301.26   -7.97  120.65  46         5.70
PDE   2000 0123084224.07   57.53 -149.11  10         5.60
PDE   2000 0123095702.49  -17.51 -176.73  33         5.80
PDE   2000 0123221446.62  -17.21 -177.23  33         5.50
PDE   2000 0126132650     -17.27 -174.00  33         6.30
PDE   2000 0126230019.94   40.02   52.90  33         5.50
PDE   2000 0128131752.87   -7.49  122.68 574         5.50
PDE   2000 0128142107.34   43.05  146.84  61         6.80
PDE   2000 0128163924.28   26.08  124.50 193         6.10
PDE   2000 0128224226.25   -1.35   89.08  10         5.50
PDE   2000 0128225751.70   -9.69  118.76  83         5.60
PDE   2000 0131072559.74   38.11   88.60  33         5.50
PDE   2000 0203102459.03   65.01 -154.24   7         6.10
PDE   2000 0203134225.04   13.57  121.55  33         5.50
PDE   2000 0203155312.96   75.27   10.19  10         5.50
PDE   2000 0206020807.14    1.29  126.27  33         5.50
PDE   2000 0206113352.28   -5.84  150.88  33         6.80
PDE   2000 0210040335.35    0.93  126.24  50         5.70
PDE   2000 0210141841.29  -27.58   65.73  10         5.60
PDE   2000 0210230057.53  -27.58   65.78  10         5.50
PDE   2000 0212103954.58  -15.89 -174.80 226         5.90
PDE   2000 0212162920.27   -6.57  155.01  33         5.90
PDE   2000 0213025708.72   42.85  131.57 513         6.00
PDE   2000 0213181942.32    5.69  127.07 141         5.80
PDE   2000 0215020500.51   17.67  145.40 521         5.90
PDE   2000 0216223521.49  -10.81  166.57  33         5.70
PDE   2000 0217045426.50  -10.90  166.69  33         5.90
PDE   2000 0218080615.10   16.57  -46.58  10         5.60
PDE   2000 0219190155.14    1.26  120.84  33         5.60
PDE   2000 0220082722.40    8.85  -84.13  20         5.70
PDE   2000 0221003621.82   -6.28  154.76  54         5.70
PDE   2000 0221162940.02   18.56 -107.07  33         5.70
PDE   2000 0222023755.02   21.61  143.63  33         5.50
PDE   2000 0223035758.97   -5.32  154.16  99         5.60
PDE   2000 0223192026.39   17.39  -60.76  33         5.50
PDE   2000 0225014358.64  -19.53  173.82  33         7.50
PDE   2000 0225135412.19  -20.05  174.36  33         5.60
PDE   2000 0225141601.64  -19.83  174.20  33         5.50
PDE   2000 0226081148.44   13.80  144.78 132         6.20
PDE   2000 0226182439.22    9.41  -78.53  65         6.10
PDE   2000 0228094508.22  -21.76 -175.29  33         5.70
PDE   2000 0228221520.12  -17.59 -178.98 538         6.00
PDE   2000 0229043504.20  -50.07 -114.20  10         6.00
PDE   2000 0229224458.03  -18.16  169.01  33         6.00
PDE   2000 0301042101.39  -19.00 -179.36 675         5.80
PDE   2000 0301044629.54  -19.10 -179.36 671         5.60
PDE   2000 0301230514.53   60.17 -145.89  20         5.50
PDE   2000 0303220913.79   -7.32  128.49 141         6.40
PDE   2000 0303222240.74   -6.82  143.81  10         6.70
PDE   2000 0304022422.43  -60.17  149.87  10         6.40
PDE   2000 0304140950.46  -34.32  179.13  33         5.90
PDE   2000 0305094006.06   27.95   56.47  33         5.60
PDE   2000 0305235703.17  -62.90  145.64  10         6.10
PDE   2000 0307054819.17  -49.16  164.67  10         5.50
PDE   2000 0308142057.99   57.41 -154.27  46         5.60
PDE   2000 0309041459.68   -3.88  151.36  33         5.50
PDE   2000 0310162247.18   -8.70  106.38  33         5.60
PDE   2000 0310213212.67    4.74   96.01  33         5.50
PDE   2000 0312222130.47   14.98  -92.44  62         6.30
PDE   2000 0314184235.53  -61.71  161.27  10         5.70
PDE   2000 0314202218.83  -61.77  160.82  10         5.60
PDE   2000 0314204857.74  -61.83  160.12  10         5.60
PDE   2000 0315063505.21  -44.40 -117.43  10         5.90
PDE   2000 0316061319.09  -42.56  -82.77  10         5.50
PDE   2000 0316151956      40.39 -125.28   7         5.90
PDE   2000 0317115117.51  -52.96   25.01  10         5.60
PDE   2000 0317144734.59  -41.08   44.24  10         5.50
PDE   2000 0318232252.95  -24.36  178.98 551         5.50
PDE   2000 0320210230.49   -6.21  147.59  95         5.50
PDE   2000 0321052607.70    3.15  128.03 102         6.10
PDE   2000 0322070228.38  -12.19   65.77  10         5.70
PDE   2000 0322233226.46  -14.56  167.27 168         5.50
PDE   2000 0324042345.75   27.55 -111.30  10         5.60
PDE   2000 0327173500.39  -16.19 -172.91  33         5.60
PDE   2000 0328110022.51   22.34  143.73 126         7.60
PDE   2000 0329071353.01  -28.13 -176.31  10         5.90
PDE   2000 0329143057.83  -41.03  175.46  33         5.50
PDE   2000 0401121049.87  -17.90 -178.65 608         5.60
PDE   2000 0401121324.07  -17.76 -178.75 555         5.70
PDE   2000 0402055724.16  -15.86 -174.14 104         5.60
PDE   2000 0403085500.12    0.27  122.05 187         5.60
PDE   2000 0403152001.98    4.08  125.61 150         6.20
PDE   2000 0405043658.80   34.22   25.69  38         5.60
PDE   2000 0405093342.52   -6.06  130.71 118         5.70
PDE   2000 0407055546.55   -7.21  129.19 153         5.50
PDE   2000 0407184223.66  -18.27 -175.27 207         5.70
PDE   2000 0407190827.83  -18.05   65.52  10         6.30
PDE   2000 0408152823.02    1.09  120.15  33         5.60
PDE   2000 0411064126.17  -27.94 -178.39 201         5.80
PDE   2000 0411205659.54  -15.57 -173.33  54         5.70
PDE   2000 0413205414.09   10.30  126.52  33         6.00
PDE   2000 0416132548.01  -18.70 -173.69  65         5.60
PDE   2000 0417042520.50  -22.17 -179.35 539         5.60
PDE   2000 0417180817.89    3.96  128.27  56         5.50
PDE   2000 0417230722.91    3.91  128.21  86         5.50
PDE   2000 0418001205.78  -52.46   13.54  10         5.80
PDE   2000 0418062315.65    4.02  128.46  33         5.70
PDE   2000 0418172812.39  -20.66 -176.47 220         6.00
PDE   2000 0420084129.59   38.62   66.44  10         5.50
PDE   2000 0421043517.69   51.42 -178.14  33         6.20
PDE   2000 0421110616.02   35.67  135.49 346         5.50
PDE   2000 0421122310.51   37.84   29.33  33         5.50
PDE   2000 0423092723.32  -28.31  -62.99 608         7.00
PDE   2000 0423170117.47  -28.38  -62.94 609         6.10
PDE   2000 0423171048.28   -5.37  151.47 105         5.60
PDE   2000 0423203652.94  -53.22 -118.01  10         5.60
PDE   2000 0426125504.02   40.18  143.24  33         5.60
PDE   2000 0426145407.81  -33.62 -179.01  33         5.50
PDE   2000 0429195221.62   -6.41  -77.06 124         5.70
PDE   2000 0430101302.89   51.01 -130.38  10         5.50
PDE   2000 0430210835.85   -3.99  146.56  10         5.90
PDE   2000 0501184141.80   38.18   73.05 140         5.60
PDE   2000 0502095834.20  -15.54 -177.52 400         5.50
PDE   2000 0502150336.80   17.44  147.52  55         6.00
PDE   2000 0504042116.21   -1.11  123.57  26         7.60
PDE   2000 0504142425.18   51.44 -178.49  33         5.70
PDE   2000 0504203632.48  -17.91 -178.52 515         6.50
PDE   2000 0504232437.83   17.51  147.63  33         5.50
PDE   2000 0505052426.52   -1.22  123.36  33         5.70
PDE   2000 0506134413.88  -11.30  165.43  12         6.30
PDE   2000 0507084739.68  -15.23 -173.61  33         5.70
PDE   2000 0507172112.93   -2.54  122.55  31         5.60
PDE   2000 0508102523.21   11.05  124.73  11         5.60
PDE   2000 0508102825.22   -4.46  150.00 502         6.10
PDE   2000 0508122959.72   -0.85   98.00  33         5.70
PDE   2000 0508135457.63   11.05  124.77  10         5.50
PDE   2000 0508213542.85  -31.32  179.84 383         5.60
PDE   2000 0512184318.12  -23.55  -66.45 225         7.20
PDE   2000 0512231029.98   35.97   70.66 107         6.30
PDE   2000 0514104743.21   -1.42  123.35  33         5.60
PDE   2000 0514200834.35   -4.30  123.16  33         6.30
PDE   2000 0515071142      49.94 -130.33  10         5.50
PDE   2000 0519203426.04   59.20 -153.14  79         5.90
PDE   2000 0520094915.57  -49.79  125.99  10         5.50
PDE   2000 0520095935.24  -23.77  179.96 547         5.60
PDE   2000 0521195847.41   71.19   -8.26  10         6.00
PDE   2000 0522042438.37    0.74  -25.86  10         5.90
PDE   2000 0522131508.96   -4.10  -81.10  33         5.80
PDE   2000 0524054037.74   36.04   22.01  33         5.90
PDE   2000 0526003004.87   11.36  139.24  33         6.00
PDE   2000 0526012822.54   38.92   20.64   0         5.60
PDE   2000 0530063900.23  -63.62  172.74  10         5.90
PDE   2000 0602111349.38   44.51 -130.08  10         6.50
PDE   2000 0603035445.61   51.92  158.93  76         5.70
PDE   2000 0603085449.20   35.55  140.46  62         6.20
PDE   2000 0604162826.17   -4.72  102.09  33         8.30
PDE   2000 0604163945.60   -4.65  102.10  33         6.70
PDE   2000 0604175215.99   28.72   65.38  33         6.00
PDE   2000 0604182212.86  -15.58 -173.06  33         5.50
PDE   2000 0605030026.97   -5.61  102.89  33         5.80
PDE   2000 0605063411.82   -4.91  102.66  33         5.80
PDE   2000 0605235542.99   -4.14  102.01  33         5.50
PDE   2000 0606024149.80   40.69   32.99  10         6.10
PDE   2000 0606095806.77   -5.09  102.70  33         6.30
PDE   2000 0606105909.75   37.01  103.79  10         5.80
PDE   2000 0606145702.22   29.42  131.42  33         6.40
PDE   2000 0606211642.40   36.83  135.46  10         5.90
PDE   2000 0607164537.28    4.94  126.82  86         5.50
PDE   2000 0607214655.90   26.86   97.24  33         6.50
PDE   2000 0607234526.68   -4.61  101.90  33         6.70
PDE   2000 0608080811.67   14.21  -92.06  58         5.50
PDE   2000 0609012715.16   -5.07  152.49  33         6.30
PDE   2000 0609053550.55   -5.33  102.75  33         5.50
PDE   2000 0609062726.33   -5.36  102.76  33         5.50
PDE   2000 0609080024.15   -5.55  102.68  33         6.00
PDE   2000 0609084159.74  -11.30  162.06  33         6.10
PDE   2000 0609220705.96   -4.48  102.05  33         5.50
PDE   2000 0609223513.78   30.47  137.68 472         5.80
PDE   2000 0609233145.29   30.49  137.73 485         6.30
PDE   2000 0610084947.63  -17.57 -172.62  33         5.50
PDE   2000 0610091753.19  -11.45  166.24  33         5.90
PDE   2000 0610141159.34   -4.70  153.13  76         5.50
PDE   2000 0610182329.32   23.84  121.22  33         6.40
PDE   2000 0611092555.84   -5.54  101.49  33         5.50
PDE   2000 0611115512.34  -50.58  139.55  10         6.60
PDE   2000 0614014428.75   17.32  120.20  63         5.70
PDE   2000 0614021525.84  -25.52  178.05 604         6.40
PDE   2000 0614031918.14  -24.03  -66.75 196         5.90
PDE   2000 0614141107.35   46.64  152.59  33         5.50
PDE   2000 0614170048.40    4.54  127.72  89         6.30
PDE   2000 0614230114.55  -17.90  176.21  33         6.00
PDE   2000 0615111046.21   29.37  132.08  10         6.10
PDE   2000 0616075535.39  -33.88  -70.09 120         6.40
PDE   2000 0616202333.36  -28.88 -178.46 222         5.60
PDE   2000 0617154041.73   63.97  -20.49  10         6.80
PDE   2000 0617154252.63   63.97  -20.63  10         5.70
PDE   2000 0618144413.31  -13.80   97.45  10         8.00
PDE   2000 0619015934.25   16.97  120.41  33         5.70
PDE   2000 0619093457.04   14.01  120.53 115         5.70
PDE   2000 0620113400.04  -14.10   97.58  10         5.80
PDE   2000 0621005146.88   63.98  -20.76  10         6.80
PDE   2000 0621162506.34   14.11  144.96 112         5.90
PDE   2000 0621182804.44  -27.88 -176.38  33         5.50
PDE   2000 0623050154.48    1.28  126.27  65         6.00
PDE   2000 0623050501.84   -5.01  153.67  33         5.50
PDE   2000 0625063442.88   31.18  131.21  10         6.00
PDE   2000 0627113705.80   -7.10  125.91 496         5.80
PDE   2000 0628195052.71   58.66 -149.87  15         5.50
PDE   2000 0629040236.92   34.06  139.56  10         5.50
PDE   2000 0629063022.09   34.03  139.36  10         5.60
PDE   2000 0629075906.65   13.03  144.54  52         5.90
PDE   2000 0701044854.96  -35.23  178.60 240         5.70
PDE   2000 0701070155.58   34.22  139.13  10         6.80
PDE   2000 0702200334.80   34.08  139.23  10         5.70
PDE   2000 0704221944.16   20.24  122.16  33         5.60
PDE   2000 0706061528.63   53.20  170.37  33         5.50
PDE   2000 0707154644.56   51.41  179.98  31         6.40
PDE   2000 0708045255.41   -5.41  102.70  33         6.10
PDE   2000 0708185744.47   34.05  139.13  10         6.60
PDE   2000 0709144227.97  -16.21 -177.68  33         5.90
PDE   2000 0710042515.77   32.79   92.20  33         5.60
PDE   2000 0710095818.99   46.83  145.42 359         6.10
PDE   2000 0710103939.00   -4.47  103.76 104         5.80
PDE   2000 0711013228.52   57.37 -154.21  43         6.80
PDE   2000 0711013844.89   57.40 -154.27  66         5.60
PDE   2000 0713071423.38  -49.03  123.46  10         5.60
PDE   2000 0713155034.58   49.45  155.77  81         5.50
PDE   2000 0713174154.11  -18.34 -175.58 251         5.60
PDE   2000 0715013030.50   34.32  139.26  10         6.10
PDE   2000 0715031323.04   -0.44  -19.59  10         5.60
PDE   2000 0715035810.47  -54.10    7.94  10         5.70
PDE   2000 0715071344.68   -7.03  128.93 217         5.90
PDE   2000 0715102240.95  -61.19  154.60  33         5.60
PDE   2000 0716032145.53   20.25  122.04  33         6.80
PDE   2000 0716035745.56   -7.75  150.92  10         7.30
PDE   2000 0716113818.14   -4.19  138.91  33         5.80
PDE   2000 0716172523.07  -12.40  166.51  33         6.10
PDE   2000 0717225347.30   36.28   70.92 141         6.60
PDE   2000 0718225916.52   17.91  120.78  33         5.70
PDE   2000 0720183918.82   36.51  140.98  47         6.20
PDE   2000 0721015335.81    9.42  -85.33  33         6.40
PDE   2000 0721021807.36   -5.55  105.80 140         5.50
PDE   2000 0721051637.64   35.18  141.07  52         5.70
PDE   2000 0721054627.47    9.29  -85.18  33         5.50
PDE   2000 0721061341.33   18.41  -98.92  80         5.90
PDE   2000 0722095000.98   35.23  -36.04  10         5.50
PDE   2000 0722205612.16   -4.07  102.37  69         5.80
PDE   2000 0723215244.06   34.13  139.12  10         5.60
PDE   2000 0724121726.53   -5.56  102.89  33         5.70
PDE   2000 0725031429.79  -53.55   -3.17  10         5.90
PDE   2000 0726053742.29    0.78  -26.04  10         5.50
PDE   2000 0727014953.33   34.21  139.37  10         5.60
PDE   2000 0727021250.08   34.20  139.25  10         5.50
PDE   2000 0728123833.21  -12.36  166.49  37         5.80
PDE   2000 0728202812.74   23.36  120.92  33         5.70
PDE   2000 0729155416.91   51.15 -179.33  49         5.60
PDE   2000 0730001800.19   33.93  139.35  10         5.70
PDE   2000 0730060332.85  -10.94  165.93  45         5.60
PDE   2000 0730122545.57   33.90  139.38  10         7.10
PDE   2000 0730124855.48   33.95  139.27  10         5.50
PDE   2000 0731224430.42  -16.70  174.54  10         6.20
PDE   2000 0731230149.32  -29.28 -176.35  10         6.20
PDE   2000 0801092137.10  -16.82  174.36  33         5.80
PDE   2000 0801185446.07  -38.76   78.42  10         5.90
PDE   2000 0802003716.32  -17.94 -174.82 191         5.60
PDE   2000 0803010938.98  -12.04  166.45  33         6.60
PDE   2000 0803053012.26   31.08  131.31  35         5.60
PDE   2000 0803085319.64    0.48  121.29 101         5.60
PDE   2000 0803131809.00   34.17  139.14  10         5.50
PDE   2000 0803192211.25  -17.68  -71.97  33         5.80
PDE   2000 0804074744.04    0.15  126.44 114         5.60
PDE   2000 0804211302.71   48.79  142.25  10         7.10
PDE   2000 0805083010.40   -6.38  130.21 140         5.50
PDE   2000 0805194307.92   -5.84  130.31 171         5.50
PDE   2000 0806072712.90   28.86  139.56 394         7.40
PDE   2000 0807052340.09   29.02  131.21  33         5.70
PDE   2000 0807143355.91   -7.02  123.36 648         6.50
PDE   2000 0807152949.66  -11.86  166.13  33         5.70
PDE   2000 0809000841.81  -15.69  167.99  33         6.30
PDE   2000 0809114147.90   18.20 -102.48  45         6.50
PDE   2000 0809225559.48  -16.80  174.33  33         6.40
PDE   2000 0812102615.86   -3.07  136.11  33         6.00
PDE   2000 0812141309.21    8.37 -103.96  10         5.60
PDE   2000 0813070406.95   12.08  -82.92  10         5.50
PDE   2000 0814221116.11   -9.38  153.85  10         6.00
PDE   2000 0815043008.80  -31.51  179.73 357         6.60
PDE   2000 0815202043.84   43.05  146.76  33         5.80
PDE   2000 0817000429.15  -21.90 -174.77  33         5.80
PDE   2000 0817135959.64  -16.89 -172.66  33         5.60
PDE   2000 0817184009.82    5.77   94.75  68         5.70
PDE   2000 0818015220.87   34.13  139.18  10         5.70
PDE   2000 0819124128.03   36.24  141.42  33         5.50
PDE   2000 0819172627.94   43.82  147.17  62         6.00
PDE   2000 0820075549.33    7.43  126.55 174         5.70
PDE   2000 0820223830.25   -1.40  123.13  33         5.50
PDE   2000 0821091625.45  -53.02  -45.97  10         6.10
PDE   2000 0822135129.84   -6.27  154.66  70         5.70
PDE   2000 0822165513.70   38.12   57.38  10         5.90
PDE   2000 0823004916.11   23.62  121.47  33         5.70
PDE   2000 0823134128.14   40.68   30.72  15         5.80
PDE   2000 0823154611.58   21.33 -108.81  10         5.50
PDE   2000 0823161531.72  -22.63  -68.28 118         5.50
PDE   2000 0824111731.93  -28.01  -13.23  10         5.50
PDE   2000 0824113645.37   -6.03  102.69  33         5.90
PDE   2000 0827042227.06  -17.52 -179.06 548         5.50
PDE   2000 0827171906.52   22.22  143.76  99         5.60
PDE   2000 0828033702.68    4.35  126.58  88         5.80
PDE   2000 0828150547.91   -4.11  127.39  16         6.80
PDE   2000 0828153806.39   -3.99  127.32  10         6.10
PDE   2000 0828192924.57   -4.16  127.31  33         6.00
PDE   2000 0828192932.33   -4.12  127.03  33         7.10
PDE   2000 0831050437      13.09  144.60  36         5.50
PDE   2000 0831082411.48    5.07  123.21 588         5.70
PDE   2000 0901115651.83    1.44   96.59  33         6.00
PDE   2000 0902002548.79   -5.05  133.61  33         5.60
PDE   2000 0902101913.29  -17.92 -178.32 587         5.70
PDE   2000 0902170219.55  -20.07 -179.13 687         6.00
PDE   2000 0903082123.77  -20.55 -177.82 363         5.80
